constructTestCases(): generating 37 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.3, -0.5, -0.5, 0.3, -0.5, -0.5], [2.3, 0.5, 0.5, 2.3, 0.5, 0.5], [0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0, 1]
Optimizer(): evals/step: 10
Optimizer(): numParams: 6 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Linear  
MABsolver_config: params: numInputs:  2  2  
MABsolver_config: params: weights:  [  1.300000  0.000000  0.000000  ]  [  0.800000  0.000000  0.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p01w00    p01w01    p01w02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
     3       54.54      0.90000  -0.10000   0.00000   1.20000  -0.10000  -0.30000        91.60     64.67     92.20     -4.27     -5.56     66.70     55.95     65.89     84.22     34.01 
     4       47.39      1.40000  -0.30000  -0.20000   1.40000  -0.30000  -0.30000        92.60     52.53     53.20      7.20     -2.22     46.90     43.41     55.45     88.48     36.30 
     5       52.25      0.80000  -0.30000   0.20000   1.10000  -0.30000  -0.40000        87.00     67.60     53.80     22.93     -8.33     52.80     64.52     56.95     85.35     39.88 
     6       46.02      1.30000  -0.30000   0.40000   1.00000  -0.30000  -0.30000        82.60     63.60     50.00      5.33    -13.33     56.60     40.71     59.85     89.07     25.80 
     7       48.50      0.90000  -0.10000   0.30000   1.50000  -0.50000  -0.20000        91.00     46.93     47.00     18.93    -19.44     68.30     55.95     66.29     85.12     24.94 
     8       57.59      1.00000  -0.20000   0.20000   1.20000  -0.30000  -0.10000        92.40     63.20     60.40     25.07     10.56     73.50     54.60     64.36     94.10     37.72 
     9       53.09      1.00000   0.00000   0.30000   1.10000  -0.20000  -0.30000        82.60     65.47     67.60      9.60    -10.56     76.10     57.14     65.20     91.16     26.60 
    10       50.96      0.80000  -0.20000   0.10000   1.30000  -0.10000  -0.10000        90.20     50.53     52.60      0.27     29.44     57.60     54.76     57.75     89.66     26.79 
    11       50.38      0.60000   0.00000   0.30000   1.30000  -0.50000   0.00000        77.20     62.40     47.60     32.27     12.78     59.10     51.59     57.09     77.37     26.42 
    12       50.33      0.60000  -0.30000   0.40000   1.20000  -0.40000  -0.20000        81.20     68.40     64.20     -8.00    -21.11     71.00     64.44     57.75     85.03     40.37 
    13       50.47      0.80000  -0.40000   0.20000   1.70000  -0.50000  -0.20000        88.20     49.33     52.40      7.73     -8.33     70.50     63.89     57.35     93.42     30.25 
    14       51.46      1.00000  -0.50000   0.10000   1.50000  -0.40000  -0.30000        95.80     54.13     45.80     10.93     -6.11     77.60     51.67     64.04     91.38     29.32 
    15       47.35      1.40000  -0.50000   0.00000   1.80000  -0.20000  -0.20000        77.00     42.67     38.20     -1.60     32.22     68.70     46.35     62.91     89.66     17.35 
    16       43.97      1.10000  -0.30000   0.20000   2.00000  -0.10000   0.00000        71.40     44.00     41.00    -12.27     -1.67     78.00     53.41     61.42     86.35     18.02 
    17       41.64      1.50000  -0.40000  -0.20000   2.00000  -0.30000  -0.20000        71.80     42.13     33.40      1.33    -15.00     64.20     41.19     60.18     92.88     24.26 
    18       43.87      1.50000  -0.20000   0.00000   1.90000  -0.20000   0.00000        66.60     53.33     32.80      7.73      2.22     66.80     41.67     59.38     91.97     16.17 
    19       39.56      1.70000  -0.10000   0.20000   2.30000  -0.10000   0.20000        86.80     45.73     23.00    -11.73     -2.78     72.10     31.75     60.55     75.42     14.81 
    20       45.99      2.10000  -0.10000   0.40000   2.00000  -0.10000   0.40000        66.80     57.60     47.20     -6.13     20.56     75.70     40.95     61.96     84.31     10.93 
    21       41.02      2.20000   0.10000   0.40000   2.20000  -0.30000   0.40000        66.00     52.93     20.20     -4.00     13.89     71.80     41.35     59.71     78.19     10.12 
    22       41.04      2.30000   0.00000   0.40000   2.20000  -0.30000   0.40000        69.80     36.93     34.60      2.40     18.33     68.10     36.11     59.78     83.08      1.23 
    23       42.49      2.30000  -0.10000   0.20000   1.90000  -0.40000   0.50000        74.40     51.60     35.80     -6.67      2.78     58.40     40.16     60.87     96.10     11.48 
    24       39.00      2.30000  -0.20000   0.30000   1.80000  -0.50000   0.40000        65.80     54.93     33.00     -7.47    -25.56     63.70     39.13     60.33     87.85     18.27 
    25       45.47      2.10000  -0.10000   0.40000   1.70000  -0.50000   0.40000        76.20     43.20     45.20     -0.00      6.11     72.80     49.68     60.95     93.24      7.35 
    26       41.99      2.20000   0.10000   0.30000   1.30000  -0.30000   0.40000        81.20     58.13     41.40    -24.27     -6.67     53.60     42.78     59.75     94.15     19.88 
    27       42.41      2.20000   0.00000   0.40000   1.80000  -0.40000   0.30000        70.20     41.87     36.00     -8.53      8.89     64.00     36.59     62.84     96.78     15.49 
    28       35.61      1.80000   0.10000   0.40000   2.10000  -0.30000   0.10000        70.80     28.13     37.20    -17.33    -19.44     60.40     41.98     58.07     87.21      9.07 
    29       41.38      2.20000   0.10000   0.30000   1.60000  -0.30000   0.30000        68.80     38.80     33.60     11.47    -13.33     57.40     40.08     59.35     96.19     21.48 
    30       47.85      2.10000   0.00000   0.40000   1.50000  -0.20000   0.20000        66.60     56.27     44.00     19.47      5.00     72.90     40.79     61.27     96.28     15.93 
    31       45.24      1.70000   0.10000   0.50000   1.00000   0.00000   0.40000        98.80     58.67     54.80      3.20    -12.22     50.50     36.98     55.82     90.20     15.68 
    32       46.39      1.80000  -0.10000   0.40000   1.40000   0.20000   0.30000        82.40     60.00     45.00     10.67     -1.11     65.00     43.81     56.84     87.85     13.46 
    33       48.88      1.70000   0.00000   0.30000   1.60000   0.00000   0.40000        77.00     54.80     53.60     18.40    -10.56     68.30     55.63     61.93     92.70     17.04 
    34       42.34      1.90000   0.10000   0.10000   1.90000  -0.10000   0.40000        77.80     32.80     43.20    -25.33     12.78     74.90     47.22     67.60     84.44      8.02 
    35       39.79      2.00000   0.00000   0.20000   2.20000  -0.30000   0.20000        70.20     47.07     30.20     -1.07    -11.67     70.10     39.29     58.44     83.72     11.67 
    36       49.62      1.90000  -0.10000   0.00000   2.10000  -0.40000   0.00000        61.00     55.47     57.80     22.40     21.11     64.10     50.40     61.35     89.61     12.96 
    37       45.41      2.20000  -0.10000  -0.10000   2.00000  -0.30000   0.00000        70.00     47.60     44.40     -6.93     22.22     74.70     34.84     64.15     90.20     12.90 
    38       40.72      2.10000   0.10000   0.10000   2.20000  -0.20000  -0.20000        69.00     40.13     46.20      9.60    -15.00     64.80     28.49     58.07     90.39     15.56 
    39       43.18      2.10000  -0.30000   0.00000   2.00000  -0.40000  -0.20000        74.60     59.20     43.00      6.13     -8.33     62.10     38.17     56.95     89.34     10.62 
    40       43.95      1.90000  -0.50000   0.10000   1.60000  -0.40000  -0.20000        77.80     55.87     32.80     -5.87     -2.22     66.80     46.83     61.27     87.17     19.07 
    41       46.28      1.90000  -0.30000   0.00000   2.10000  -0.50000  -0.40000        80.40     47.07     37.80     33.87      8.89     57.10     30.87     59.60     90.57     16.67 
    42       49.09      2.20000  -0.30000  -0.20000   1.80000  -0.30000  -0.30000        79.20     55.87     59.80     10.13      8.33     64.90     38.41     61.78     91.47     20.99 
    43       42.04      2.00000  -0.50000  -0.20000   1.90000  -0.50000  -0.10000        85.80     52.93     44.60     -8.80    -31.11     70.20     35.87     62.33     87.66     20.93 
    44       51.48      2.10000  -0.50000  -0.30000   1.80000  -0.30000  -0.20000        88.80     49.07     58.00     39.47     -2.22     68.80     47.06     59.60     88.12     18.15 
    45       51.79      1.90000  -0.40000  -0.40000   1.50000  -0.20000  -0.20000        81.00     48.80     57.80     -4.80     42.22     70.10     56.67     58.84     83.49     23.83 
    46       47.76      1.50000  -0.40000  -0.40000   1.60000  -0.30000  -0.10000        79.20     63.87     39.00      4.80     -0.56     71.30     49.37     66.29     85.90     18.40 
    47       45.64      1.20000  -0.20000  -0.40000   1.50000  -0.50000   0.00000        81.00     42.67     51.40      3.47     -8.33     66.20     49.68     59.53     81.86     28.95 
    48       42.75      1.30000  -0.20000  -0.30000   1.90000  -0.40000   0.20000        77.20     39.07     36.20     24.27    -20.56     64.50     45.32     61.35     89.30     10.86 
    49       47.55      1.30000  -0.10000  -0.30000   1.50000  -0.30000   0.10000        82.40     59.20     61.20      2.93    -26.11     69.00     57.94     59.02     91.88     18.09 
    50       49.81      1.40000  -0.10000  -0.30000   1.30000  -0.30000   0.00000        79.00     53.87     45.20     -9.33     27.22     72.10     58.81     59.71     90.48     21.05 
    51       51.14      1.00000  -0.10000  -0.50000   1.40000  -0.20000   0.00000        98.20     56.00     48.00     15.73     -1.67     60.50     62.46     53.60     93.51     25.06 
    52       45.58      1.20000   0.10000  -0.30000   1.50000  -0.10000   0.00000        76.40     41.73     50.60     18.40    -20.00     65.30     41.75     58.47     92.61     30.49 
    53       51.75      1.00000   0.00000  -0.30000   1.20000  -0.40000   0.10000        92.80     53.60     51.20     -2.67     25.56     51.10     70.79     56.65     87.94     30.56 
    54       52.98      0.90000   0.00000  -0.10000   0.80000  -0.50000   0.30000        92.80     62.00     75.60     16.53     -7.22     38.10     61.43     61.56     85.99     42.96 
    55       46.39      0.50000  -0.10000  -0.10000   1.00000  -0.30000   0.50000        78.20     60.67     40.20     -8.80      6.67     46.50     61.75     61.38     89.93     27.41 
    56       52.38      0.50000  -0.10000  -0.10000   0.90000  -0.10000   0.40000        93.20     74.67     71.00     20.00    -27.22     52.70     62.46     55.16     96.64     25.19 
    57       48.32      0.70000  -0.20000   0.00000   0.60000  -0.10000   0.30000        71.00     84.53     74.80      7.20    -11.11     21.30     45.79     56.15    102.72     30.80 
    58       52.93      0.90000  -0.30000  -0.10000   1.30000   0.00000   0.50000        75.80     47.60     51.20     27.47     45.56     50.30     57.94     59.56     89.34     24.57 
    59       51.19      0.50000  -0.40000  -0.30000   1.40000   0.10000   0.40000        76.20     61.07     54.20     39.47     -6.11     55.30     68.89     55.75     88.39     18.77 
    60       44.37      0.30000  -0.30000  -0.40000   1.40000   0.10000   0.30000        67.00     54.27     40.80     10.67      2.22     47.60     64.37     59.53     88.53      8.70 
    61       48.31      0.50000  -0.10000  -0.40000   1.60000  -0.10000   0.30000        89.60     59.07     46.20      4.27     -2.78     53.00     61.59     62.29     89.21     20.62 
    62       46.92      0.40000  -0.10000  -0.40000   2.00000  -0.20000   0.30000        66.20     38.13     54.80     21.33      4.44     58.70     56.27     60.44     82.95     25.93 
    63       47.78      0.40000  -0.10000  -0.30000   1.60000  -0.30000   0.10000        73.00     46.40     31.60      6.67      1.67     67.20     73.33     57.96     97.60     22.41 
    64       46.82      0.60000  -0.10000  -0.30000   1.70000  -0.10000   0.10000        76.40     49.73     44.60      5.87     15.56     56.80     60.56     55.31     89.93     13.46 
    65       47.47      0.50000  -0.20000  -0.20000   1.70000  -0.30000   0.10000        72.20     46.27     37.40     21.07    -13.89     68.40     64.52     53.85     95.28     29.57 
    66       50.59      0.40000  -0.30000  -0.10000   1.50000  -0.40000  -0.10000        83.40     45.33     66.80    -10.93      3.89     63.80     78.73     55.09     75.87     43.95 
    67       47.66      0.40000  -0.30000   0.00000   1.40000  -0.20000   0.10000        70.80     50.13     71.80     -6.13    -11.11     68.10     59.76     59.24     88.12     25.86 
    68       49.96      0.70000  -0.10000  -0.20000   1.40000  -0.20000   0.10000        79.80     53.73     45.00     15.73      6.11     66.90     56.27     62.76     84.44     28.83 
    69       47.79      0.70000  -0.10000  -0.30000   1.40000  -0.10000   0.10000        79.00     65.87     63.00      2.13    -23.33     53.10     65.71     61.93     88.93     21.54 
    70       52.72      1.10000  -0.20000  -0.20000   1.30000  -0.20000   0.00000        81.40     49.20     55.60      9.07     35.56     68.40     55.24     59.82     90.25     22.72 
    71       41.81      0.90000  -0.20000  -0.40000   1.60000   0.00000  -0.10000        79.40     53.33     37.00    -16.53    -15.56     53.00     58.57     54.11     93.88     20.86 
    72       48.58      1.20000  -0.40000  -0.50000   1.20000   0.10000  -0.30000        73.40     63.47     58.40      2.67     -7.78     60.10     60.32     60.98     81.54     32.72 
    73       50.69      1.10000  -0.40000  -0.30000   1.60000   0.00000  -0.30000        89.20     49.20     54.80      9.07    -16.67     82.10     63.57     62.87     86.49     26.23 
    74       53.11      1.30000  -0.40000  -0.50000   1.20000   0.10000  -0.20000        70.00     40.00     69.40     12.00     11.11     77.70     60.08     58.73     96.24     35.80 
    75       53.88      1.70000  -0.40000  -0.40000   0.80000   0.10000   0.00000        82.60     76.00     60.80     15.20     22.22     45.80     58.25     61.38     94.06     22.53 
    76       51.35      1.30000  -0.30000  -0.40000   1.20000  -0.10000  -0.20000        95.40     58.27     68.60     -5.87     12.22     60.50     52.54     59.24     83.49     29.07 
    77       47.90      1.70000  -0.40000  -0.20000   0.60000   0.20000  -0.10000        90.00     69.73     58.60     31.47    -22.78     36.40     42.78     59.82     82.40     30.56 
    78       53.54      1.60000  -0.30000  -0.20000   1.00000   0.40000   0.00000        95.00     61.87     72.60     17.33      6.11     61.90     50.79     57.13     96.05     16.60 
    79       55.55      1.30000  -0.30000  -0.20000   0.70000   0.40000   0.20000       115.60     69.87     69.60     23.47      5.00     47.10     58.57     54.25     91.52     20.49 
    80       50.45      1.00000  -0.20000   0.00000   0.90000   0.40000   0.10000        83.20     60.13     66.00     25.07      7.22     46.10     53.73     53.20     92.65     17.16 
    81       49.20      0.90000  -0.30000   0.00000   1.00000   0.30000   0.00000        73.20     56.13     75.00     25.33    -12.22     61.80     48.57     64.22     84.58     15.43 
    82       46.34      1.30000  -0.40000   0.20000   1.20000   0.40000   0.00000        79.00     59.60     57.00     -6.93     -7.22     54.00     53.97     61.35     87.26     25.43 
    83       44.58      0.80000  -0.40000   0.10000   1.00000   0.40000  -0.10000        86.60     68.80     42.00      1.33    -23.89     47.40     60.24     60.18     87.62     15.56 
    84       48.66      1.00000  -0.10000  -0.10000   1.30000   0.50000   0.00000        93.00     48.67     58.00     17.87      6.11     54.90     54.68     59.16     83.95     10.25 
    85       51.77      0.90000  -0.30000  -0.10000   0.90000   0.30000   0.10000        97.20     65.73     73.40     -8.53     15.56     53.30     47.06     56.51     90.34     27.10 
    86       45.67      0.60000  -0.20000  -0.10000   1.20000   0.40000   0.10000        89.20     45.20     73.60    -12.53    -18.33     52.90     59.29     50.33     86.58     30.49 
    87       48.13      0.60000  -0.30000  -0.30000   0.90000   0.40000   0.00000        84.80     64.53     58.40     -8.53     14.44     47.90     51.83     54.84     82.13     30.93 
    88       49.32      0.50000  -0.20000  -0.30000   0.80000   0.30000  -0.10000        72.20     68.40     74.60     -5.33     16.67     23.10     67.86     51.16     86.98     37.59 
    89       50.80      0.30000  -0.30000  -0.30000   1.10000   0.30000   0.10000        86.00     60.27     61.60     17.87    -17.78     62.10     70.00     55.60     92.93     19.44 
    90       48.22      0.40000  -0.30000  -0.50000   1.30000   0.50000   0.00000        80.20     44.67     57.60     18.13     13.33     47.00     67.70     47.71     90.34     15.49 
    91       54.93      0.80000  -0.40000  -0.50000   1.20000   0.40000  -0.10000        92.00     60.93     50.80     29.33     21.67     52.70     70.71     57.56     92.47     21.11 
    92       49.06      1.00000  -0.40000  -0.30000   1.20000   0.20000   0.00000        87.40     71.87     57.60     -5.07    -11.67     68.90     58.02     61.67     77.46     24.44 
    93       45.08      0.70000  -0.30000  -0.30000   1.10000   0.30000   0.10000        88.20     52.53     49.40     -2.40    -13.89     56.50     60.56     54.69     82.90     22.35 
    94       49.76      0.80000  -0.10000  -0.20000   0.70000   0.30000   0.10000        82.00     76.53     63.60     35.47    -27.78     47.50     55.48     52.00     88.03     24.81 
    95       57.25      0.90000  -0.30000  -0.20000   0.60000   0.20000   0.10000        97.80     65.47     86.00     34.93     37.78     19.30     56.19     58.47     91.97     24.63 
    96       53.94      0.60000  -0.20000  -0.30000   0.80000   0.10000   0.30000        89.60     61.60     68.20     -5.60     22.78     55.90     63.73     60.51     85.90     36.79 
    97       50.24      0.60000  -0.30000  -0.50000   0.60000   0.00000   0.20000        76.40     81.33     62.60     25.87     -2.22     27.50     56.59     55.02     88.98     30.37 
    98       46.83      0.50000  -0.30000  -0.40000   0.60000  -0.10000   0.20000        54.00     77.73     82.40     14.40     -1.67     33.80     41.83     47.82     76.05     41.98 
    99       47.29      0.60000  -0.20000  -0.20000   0.50000  -0.10000   0.10000        81.80     80.27     76.80     -1.87     24.44    -10.70     44.84     42.65     81.09     53.58 
   100       53.48      0.70000  -0.30000  -0.40000   0.80000  -0.20000   0.20000        93.60     67.20     68.80     13.60     26.67     11.20     59.37     58.00     83.95     52.41 
   101       53.69      1.10000  -0.20000  -0.30000   0.60000  -0.20000   0.10000        87.40     81.73     70.00     -1.07     44.44     28.40     40.00     59.64     89.21     37.16 
   102       51.66      1.30000  -0.10000  -0.40000   0.90000  -0.40000   0.10000        88.40     78.00     79.00     -0.27     -3.89     48.80     44.76     59.82     87.53     34.44 
   103       52.79      1.10000  -0.30000  -0.30000   0.70000  -0.40000   0.20000        87.60     67.73     66.20     19.47     -6.67     43.20     45.95     62.29     88.34     53.83 
   104       50.92      1.00000  -0.30000  -0.30000   1.10000  -0.50000   0.40000        98.00     57.60     50.80     -2.93     -5.00     66.30     60.32     62.58     85.53     36.05 
   105       52.34      1.20000  -0.50000  -0.30000   1.10000  -0.40000   0.30000        89.20     56.93     55.80     24.53     10.56     61.00     50.87     56.76     90.84     26.91 
   106       53.97      1.20000  -0.40000  -0.50000   1.10000  -0.40000   0.50000        87.00     51.73     47.00     21.07     25.56     65.00     56.51     67.45     86.44     31.91 
   107       50.60      1.00000  -0.30000  -0.40000   1.30000  -0.30000   0.40000        93.00     52.13     55.40     -5.33     -7.78     80.30     58.25     62.07     93.83     24.14 
   108       51.88      0.70000  -0.20000  -0.40000   1.00000  -0.20000   0.40000        87.00     67.47     69.80     -2.67      3.89     38.70     70.79     58.84     90.34     34.63 
   109       47.89      0.40000  -0.20000  -0.40000   1.30000  -0.20000   0.30000        78.20     53.07     47.00     15.47      3.89     52.60     63.49     56.55     85.17     23.52 
   110       55.18      0.70000  -0.20000  -0.20000   1.10000  -0.30000   0.20000        92.80     61.33     61.40     18.13      7.22     68.70     63.73     59.78     82.00     36.73 
   111       44.02      0.30000  -0.40000  -0.20000   1.00000  -0.30000   0.10000        46.20     70.53     65.20      7.20      5.56     33.30     33.73     54.84     86.08     37.53 
   112       53.81      1.00000  -0.20000  -0.10000   1.40000  -0.20000   0.30000        82.40     54.80     62.40     18.67     23.89     73.90     56.75     61.38     87.57     16.30 
   113       53.97      1.30000  -0.10000   0.00000   1.30000  -0.10000   0.30000        91.80     71.87     58.40     18.93     -7.22     73.60     55.63     63.16     89.34     24.14 
   114       52.25      1.40000   0.00000   0.00000   1.10000  -0.10000   0.40000        83.40     68.27     68.20     19.20      8.89     48.30     50.56     62.25     94.20     19.26 
   115       52.83      1.30000   0.10000  -0.10000   1.00000  -0.30000   0.30000        95.20     67.07     63.00     13.33      0.00     57.10     57.14     62.07     87.76     25.62 
   116       54.12      1.10000   0.10000  -0.20000   0.80000  -0.30000   0.40000        96.80     63.73     68.80     20.27     30.00     56.00     39.52     58.25     86.17     21.67 
   117       52.03      1.00000   0.00000  -0.20000   0.80000  -0.40000   0.30000        94.80     62.13     84.00     28.00    -14.44     42.00     53.25     65.64     81.50     23.40 
   118       47.09      1.00000   0.10000  -0.40000   1.00000  -0.50000   0.50000        88.60     56.40     55.80     -1.60    -16.67     63.20     54.13     58.84     83.76     28.46 
   119       56.50      1.20000  -0.10000  -0.10000   0.90000  -0.30000   0.10000        89.20     51.47     73.00     10.40     25.56     61.60     58.17     66.15     89.98     39.51 
   120       49.32      1.20000   0.00000  -0.20000   0.50000  -0.50000   0.20000        81.20     76.80     65.00     20.00     -5.56     29.70     50.63     53.71     88.30     33.40 
   121       51.71      0.90000  -0.10000  -0.10000   0.50000  -0.20000   0.00000        71.20     84.80     94.00     23.47      8.89     23.70     44.76     47.09     80.36     38.83 
   122       50.56      1.20000  -0.20000  -0.30000   0.70000  -0.20000  -0.10000        86.80     63.60     60.60     35.20      7.78     18.70     40.79     60.44     88.16     43.52 
   123       56.07      1.50000  -0.10000  -0.20000   0.90000  -0.20000  -0.10000        99.20     61.47     75.00     24.53     32.22     49.30     42.70     58.11     92.06     26.11 
   124       50.77      1.50000   0.10000  -0.20000   0.80000  -0.10000  -0.20000        92.80     66.00     81.20      6.67     -4.44     31.70     57.46     57.35     90.43     28.52 
   125       52.40      1.40000   0.00000  -0.30000   1.10000  -0.30000  -0.20000        76.20     65.07     58.40      1.60     18.33     61.90     52.86     56.58     97.78     35.25 
   126       48.88      1.80000   0.00000  -0.10000   1.10000  -0.10000   0.10000        99.40     61.73     51.20     18.40    -16.11     61.80     57.78     52.04     79.68     22.84 
   127       51.02      1.20000  -0.20000  -0.20000   1.20000  -0.30000  -0.10000        76.40     58.93     71.40      2.93    -10.00     58.20     54.44     68.04     96.24     33.58 
   128       49.35      1.00000  -0.20000  -0.20000   1.40000  -0.40000  -0.10000        68.60     65.60     59.40     15.73     -7.22     49.10     59.21     61.60     84.63     36.85 
   129       55.42      1.30000  -0.10000  -0.20000   1.20000  -0.20000  -0.30000        85.00     58.80     62.00      6.13     48.89     58.20     49.92     58.33     90.79     36.11 
   130       49.56      1.40000   0.00000  -0.30000   1.00000  -0.10000  -0.30000        84.20     59.20     61.20     17.07    -33.33     66.50     57.86     53.82     85.08     44.01 
   131       49.72      1.20000   0.10000  -0.30000   1.20000  -0.10000  -0.30000        83.40     69.20     59.00      9.60      2.22     45.80     48.10     64.11     85.58     30.19 
   132       48.50      1.10000   0.00000  -0.30000   1.20000  -0.10000  -0.30000        87.60     62.00     57.20     -9.87     -8.33     70.30     48.65     56.98     88.89     31.60 
   133       50.37      1.00000  -0.10000  -0.40000   1.40000  -0.20000  -0.30000        79.60     58.53     53.80     -6.40      4.44     67.00     54.44     61.09     92.43     38.77 
   134       54.29      0.70000   0.00000  -0.50000   1.50000  -0.20000  -0.30000        92.80     64.53     60.00     11.47     -7.22     64.70     65.24     63.96     85.12     42.28 
   135       52.09      0.50000  -0.10000  -0.40000   1.60000  -0.30000  -0.30000        77.40     57.20     50.80     19.47     11.11     60.50     55.16     63.78     82.86     42.59 
   136       54.74      0.50000  -0.20000  -0.30000   1.90000  -0.50000  -0.50000        84.00     52.93     37.20     22.67      3.33     91.10     59.37     60.18     91.43     45.19 
   137       46.56      0.40000  -0.10000  -0.30000   2.10000  -0.30000  -0.30000        61.80     31.60     26.00     14.67     17.78     73.60     65.79     58.62     83.54     32.16 
   138       50.22      0.80000  -0.10000  -0.20000   1.80000  -0.50000  -0.40000        75.80     40.93     54.80      2.13     -3.89     77.80     60.71     63.20     91.07     39.69 
   139       47.05      1.00000   0.00000  -0.30000   2.00000  -0.40000  -0.50000        70.60     43.73     27.40      3.47     21.11     66.00     60.48     60.76     93.51     23.40 
   140       45.62      0.90000   0.00000  -0.40000   2.10000  -0.30000  -0.30000        66.40     33.33     41.00    -14.93     45.56     68.80     48.02     56.65     91.52     19.88 
   141       50.86      0.60000   0.10000  -0.50000   1.80000  -0.20000  -0.20000        94.40     53.87     46.00     -3.73     12.78     65.30     65.40     57.67     87.89     29.07 
   142       42.93      0.60000   0.00000  -0.40000   1.90000  -0.30000  -0.20000        66.20     35.47     47.40      3.73     -5.56     62.30     55.56     54.76     85.22     24.20 
   143       47.90      0.50000   0.20000  -0.50000   2.10000  -0.30000  -0.20000        61.20     47.47     38.00     15.47     13.89     70.20     63.73     51.35     95.87     21.79 
   144       46.10      0.40000   0.20000  -0.50000   1.80000  -0.50000  -0.10000        67.20     48.53     38.40      8.80     -1.67     60.50     59.44     56.44     92.15     31.23 
   145       45.19      0.80000   0.20000  -0.50000   2.20000  -0.40000  -0.30000        70.40     49.60     42.80      6.40    -17.78     78.20     60.71     59.53     88.12     13.89 
   146       46.85      0.80000   0.10000  -0.40000   2.00000  -0.30000  -0.10000        63.40     43.73     39.40      4.00     16.11     80.10     56.90     58.18     84.13     22.53 
   147       46.44      0.70000   0.10000  -0.40000   2.20000  -0.20000  -0.20000        73.60     45.07     42.20      1.07     -6.11     81.20     64.05     58.80     84.94     19.57 
   148       44.31      0.50000   0.00000  -0.40000   2.30000  -0.30000  -0.10000        67.20     41.87     38.20      2.67      1.11     69.50     58.10     58.40     92.43     13.64 
   149       46.69      0.70000   0.10000  -0.40000   1.90000  -0.20000  -0.10000        74.80     44.93     29.00     24.53    -10.00     76.20     59.44     57.85     86.71     23.40 
   150       51.15      0.70000   0.20000  -0.40000   2.10000  -0.30000  -0.10000        88.20     39.60     48.40      4.27     30.00     74.60     61.11     54.91     88.16     22.28 
   151       49.91      0.80000   0.10000  -0.40000   1.80000  -0.30000  -0.10000        88.40     59.33     46.40     22.93    -28.33     79.50     57.86     59.53     90.79     22.65 
   152       44.38      1.00000   0.20000  -0.50000   1.80000  -0.30000   0.00000        64.40     51.07     26.60     -6.93     21.11     78.90     51.90     56.55     86.21     14.01 
   153       48.51      0.90000   0.00000  -0.40000   2.00000  -0.40000   0.00000        72.00     42.00     35.40     -2.40     28.33     79.30     55.63     58.76     86.49     29.63 
   154       43.34      1.10000   0.00000  -0.40000   2.30000  -0.30000   0.00000        90.00     46.53     41.80    -10.13    -25.00     79.10     53.17     58.18     81.32     18.40 
   155       46.04      0.90000   0.10000  -0.50000   1.90000  -0.40000  -0.10000        76.00     47.60     31.20     -5.87     -0.56     79.50     49.37     63.71     93.79     25.62 
   156       45.51      1.00000   0.10000  -0.30000   2.10000  -0.40000  -0.20000        80.00     56.27     34.00      4.80     -1.67     71.60     50.16     61.60     86.80     11.54 
   157       47.75      1.00000   0.20000  -0.30000   1.90000  -0.40000  -0.30000        73.20     40.00     53.80     15.20      8.33     78.60     51.83     57.49     81.90     17.16 
   158       41.80      0.90000   0.10000  -0.20000   1.90000  -0.30000  -0.40000        76.60     45.87     45.80     -3.73    -32.22     64.00     51.51     61.78     92.93     15.43 
   159       45.79      0.70000   0.20000  -0.50000   1.70000  -0.30000  -0.30000        87.80     47.07     58.00    -26.13    -12.78     70.60     63.02     57.71     87.39     25.19 
   160       45.52      0.50000   0.20000  -0.50000   1.70000  -0.20000  -0.30000        64.20     47.47     46.00     14.40    -22.78     71.90     64.21     56.00     79.82     33.95 
   161       52.84      0.80000   0.10000  -0.40000   1.70000  -0.10000  -0.20000        82.00     48.53     58.40      9.87     20.00     75.70     57.78     62.95     87.98     25.19 
   162       48.92      0.70000   0.20000  -0.40000   1.70000  -0.10000  -0.20000        72.40     40.53     43.00     11.47     40.56     57.30     61.83     53.67     84.85     23.64 
   163       52.82      0.70000   0.10000  -0.30000   1.50000   0.00000  -0.20000        88.00     46.53     44.00     31.73     -1.67     82.80     64.13     59.02     89.80     23.89 
   164       51.22      0.40000   0.00000  -0.30000   1.40000   0.10000  -0.20000        78.60     59.60     66.00     12.53    -25.00     58.00     75.71     55.93     95.24     35.56 
   165       47.90      0.90000   0.10000  -0.30000   1.80000   0.10000  -0.20000        79.80     43.73     41.40     -2.93      6.11     83.90     59.21     60.22     89.30     18.27 
   166       43.17      0.40000   0.00000  -0.40000   1.70000  -0.10000  -0.30000        81.40     38.80     26.20     14.13      6.67     27.00     65.56     52.95     92.83     26.17 
