constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[1.0, 10], [200.0, 5000], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset AllMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  10.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   419       59.03     58.93791  3851.10643       103.00     69.60     53.60      6.93     19.44     67.00     65.00     73.56     95.78     36.36 
   420       58.24     53.28508  2924.10144        86.60     67.60     75.40     11.20      1.67     70.90     64.29     74.58     95.65     34.51 
   421       54.43     95.58950  3470.95544        89.80     70.93     75.80     29.87      7.22     41.70     49.13     59.42     90.29     30.12 
   422       54.75     58.92629  2912.53847        93.00     65.47     80.00     17.87      1.11     58.60     55.71     59.85     85.44     30.43 
   423       55.99     54.18118  3375.26451        86.00     74.93     63.20     23.47     -6.67     61.20     57.06     76.91     90.61     33.21 
   424       58.81     62.78673  4227.11077        71.60     74.53     80.00     15.73     33.89     65.10     59.76     71.16     86.39     29.88 
   425       56.07     59.05557  4423.32800        89.80     63.07     81.00     13.33    -11.11     64.10     65.16     75.42     93.47     26.48 
   426       56.97     69.73179  3312.97511        98.00     70.40     58.40     31.47      9.44     60.60     60.48     66.07     91.29     23.52 
   427       55.55     99.89129  2968.35468       100.20     69.47     85.40      5.33     11.11     28.50     62.78     63.93     95.65     33.15 
   428       55.56     86.92381  2836.64935        81.60     56.93     88.80     16.53     15.56     60.80     53.97     63.24     85.99     32.16 
   429       58.46     69.81408  2076.40237        97.80     63.60     81.00     11.47     36.11     52.90     56.43     63.20     87.48     34.63 
   430       58.55     80.19201  2150.30433        85.40     74.93     81.60     25.33     -5.56     61.50     65.71     74.58     87.57     34.38 
   431       53.61     104.69639  1750.86859        76.20     66.80     76.60     16.27      3.33     42.90     64.68     72.15     89.52     27.65 
   432       50.03     100.94851  2256.99250        80.00     78.93     69.60      8.80    -25.00     37.30     60.40     65.02     92.11     33.15 
   433       54.72     74.05802  2550.67859        83.60     69.33     76.40     19.47      0.00     68.20     50.16     62.58     86.89     30.56 
   434       51.67     101.51406  2813.63618        92.60     79.33     75.00      2.93    -21.67     57.50     53.49     64.76     77.10     35.62 
   435       50.63     89.14376  2245.95859        85.00     58.67     81.40     -1.87    -11.11     43.00     58.41     66.55     93.92     32.28 
   436       51.65     87.86942  1412.31587        74.20     69.20     76.40     33.07    -24.44     38.80     62.78     65.78     89.52     31.23 
   437       52.71     55.31920  741.91572       104.40     66.80     72.40     14.40    -22.22     42.80     62.38     69.67     82.86     33.64 
   438       53.77     54.95948  253.06843        82.60     49.87     69.80     32.00     -6.11     55.20     63.10     69.42     92.24     29.63 
   439       58.16     37.39190  543.92125       104.00     66.53     84.00     18.67     -5.00     63.60     58.33     73.05     89.21     29.20 
   440       50.37     12.53105  532.92765        96.00     47.60     43.00     25.07    -12.78     77.50     46.67     88.55     76.28     15.80 
   441       52.87     56.39357  727.00123        77.40     61.87     73.60     14.13     -4.44     51.50     61.83     76.65     84.04     32.16 
   442       39.11      6.50255  974.47451        98.40     27.87     66.00    -11.47     -9.44     57.30     26.27     77.45     50.79      7.96 
   443       50.60     11.82878  912.48006        98.20     33.20     74.00     19.20    -25.56     83.70     40.16     81.96     87.30     13.83 
   444       51.92     12.69662  369.66309        91.60     28.00     67.60     19.73      3.89     77.80     51.75     84.91     70.79     23.09 
   445       58.56     39.14114  201.08984        87.00     63.87     68.00     38.13     -0.56     67.50     64.21     70.62     97.10     29.75 
   446       59.21     63.53742  751.11740        92.20     80.13     54.40     21.33     11.67     74.30     63.33     80.00     81.09     33.64 
   447       50.93     67.22234  720.26558        84.40     73.07     64.00     -0.00     -6.67     54.10     54.76     61.71     91.43     32.53 
   448       60.35     37.99103  796.72208        94.40     80.13     63.80     19.73     21.11     69.20     66.59     74.00     87.76     26.79 
   449       48.84     19.85733  943.78705        88.80     59.73     52.60      8.53    -20.56     66.90     51.51     74.55     84.54     21.79 
   450       51.11     51.50224  535.76083        67.20     68.67     69.00      5.33    -11.11     72.80     62.62     73.71     77.05     25.86 
   451       50.19     14.05393  450.12169        82.00     52.80     68.60     -7.20      9.44     67.90     46.51     84.04     76.46     21.36 
   452       54.31     30.29678  728.67121        86.40     77.07     55.60      9.87    -10.56     61.70     68.33     70.40     96.55     27.78 
   453       56.31     37.27089  1112.40718        97.20     64.00     85.20     -1.33     -7.78     76.50     58.97     73.96     85.22     31.17 
   454       53.97     60.85631  799.58832        74.40     62.27     81.40     38.13    -26.11     64.00     61.35     64.18     89.02     31.05 
   455       54.27     34.23261  1380.75077        99.40     61.73     70.80     -8.80      0.56     71.60     55.87     72.11     89.39     30.00 
   456       59.29     60.11361  1079.30499        83.40     63.47     67.80     29.07     20.00     61.30     66.11     74.62     90.84     36.30 
   457       55.73     79.93481  802.65843        77.80     78.27     68.40     21.33      3.89     63.00     55.71     66.00     92.93     30.00 
   458       51.58     57.79559  1187.46934        67.40     60.00     72.60     29.33    -23.33     60.00     60.79     71.96     92.02     25.00 
   459       56.09     41.12547  1168.43524        92.00     59.73     83.60     -8.80     -8.89     78.80     74.29     77.49     87.03     25.62 
   460       50.89     75.57255  1098.51711        78.00     78.00     54.60     -3.73      3.33     63.30     50.08     71.05     86.85     27.41 
   461       54.59     80.57930  1405.03196        87.60     69.87     49.00     22.40     25.00     53.00     50.71     58.15     90.79     39.38 
   462       53.49     71.57392  1077.59740        89.20     78.93     80.80      8.00      1.67     37.20     53.10     60.33     91.88     33.77 
   463       52.62     71.59644  1319.16998        99.20     65.07     56.80     13.33     10.56     51.40     56.03     59.71     83.90     30.19 
   464       60.20     66.52643  1228.26939        96.00     62.93     75.80     32.80     21.67     70.40     54.76     65.27     88.34     34.01 
   465       62.07     57.79950  670.30974        97.80     84.80     72.40     22.67     14.44     73.80     61.90     72.33     89.84     30.68 
   466       56.72     68.92804  828.77133        94.40     76.13     68.60      6.13      3.33     76.50     50.16     64.80     97.96     29.20 
   467       52.89     67.76613  1073.93448       103.60     53.87     59.60     21.60    -13.33     60.60     60.87     77.05     83.76     21.30 
   468       49.65     44.39565  306.40301        78.40     68.13     68.80      6.93     -7.22     54.80     50.63     68.25     89.30     18.46 
   469       58.14     44.81175  1087.38952       100.40     66.80     71.80      6.13     -9.44     76.30     63.73     80.11     90.48     35.12 
   470       51.36     40.13711  962.46444        85.60     53.73     67.00    -11.73     -7.22     67.00     68.25     71.89     95.46     23.64 
   471       52.66     49.99074  787.13256        90.80     60.80     51.40     12.00    -23.33     74.30     68.33     75.02     86.49     30.80 
   472       56.15     30.71031  1331.03384        85.20     69.07     65.20      6.40     17.22     68.10     56.83     74.80     92.93     25.80 
   473       50.38     37.70812  716.55718        84.40     66.40     67.80    -11.73    -14.44     58.50     66.90     72.73     91.25     22.04 
   474       53.05     46.27542  1386.32820        91.20     63.07     70.20     17.60    -21.11     57.60     65.56     67.31     85.58     33.52 
   475       49.94     59.57189  1445.74549        79.00     70.00     63.00      2.40     14.44     33.90     58.41     65.60     83.99     28.64 
   476       50.32     44.51364  1101.63315        82.40     77.20     54.20     -5.07    -17.22     68.10     63.49     72.29     85.22     22.59 
   477       57.10     49.08091  866.76839       106.00     49.60     69.00      9.07     18.89     58.10     56.75     74.62     95.42     33.58 
   478       59.04     36.00258  1261.14386        86.60     56.53     78.20     16.27     26.67     69.90     60.63     74.15     92.43     29.07 
   479       55.53     32.65983  1230.51833        89.40     74.67     70.60     26.67    -13.89     65.40     62.94     72.07     83.40     24.07 
   480       58.14     26.96305  1118.78173        89.80     66.93     75.00     29.07      0.56     79.80     58.10     73.42     86.03     22.72 
   481       57.86     30.35616  1166.74155        93.20     63.60     51.60     37.07     19.44     71.50     56.43     65.75     89.80     30.25 
   482       53.09     42.56994  1216.84132        80.60     60.40     67.80      8.53     -5.00     66.80     59.44     75.38     88.44     28.52 
   483       55.79     27.64974  1006.72633        83.00     52.13     81.20     24.53     -1.67     57.60     73.25     75.16     84.31     28.40 
   484       55.93     31.83270  1371.82034        82.80     61.20     90.00      6.93     17.78     49.80     59.05     74.87     85.12     31.73 
   485       58.29     29.05970  1223.30085        89.40     64.00     62.40     24.00      1.11     85.10     60.00     76.29     88.89     31.67 
   486       52.29     36.79533  1138.74055        96.40     86.00     47.20     16.53    -37.78     62.30     55.24     75.93     94.74     26.36 
   487       49.73     38.98468  1314.96304        82.80     79.60     59.20      3.20     -6.67     55.60     50.08     64.62     88.16     20.74 
   488       59.66     29.78658  1401.57644        97.20     65.87     60.40     25.60     30.00     71.40     48.33     79.45     91.11     27.28 
   489       53.82     30.06707  1483.45989        67.60     54.13     62.60      9.87     19.44     57.00     65.40     75.42     89.98     36.73 
   490       51.22     32.31265  1376.07543        91.20     69.60     61.20      2.13     -1.11     58.20     58.81     73.67     84.17     14.32 
   491       56.76     31.52465  1355.31109        94.80     55.60     79.60     14.93    -17.78     79.60     68.57     76.76     86.30     29.20 
   492       55.30     30.76148  1457.53125        99.40     52.80     68.00      2.13      8.33     62.90     70.16     71.96     92.15     25.12 
   493       57.68     32.97045  1419.40297        86.60     71.73     54.60     25.33     31.11     63.30     63.10     77.31     85.17     18.52 
   494       61.63     28.67318  1349.43974        87.60     58.13     83.40     32.80     23.89     77.50     59.13     85.75     86.12     21.98 
   495       58.74     25.93926  1424.56034       106.20     72.67     68.20      7.20     14.44     81.00     52.94     74.51     82.27     27.96 
   496       57.72     28.21400  1362.26903        96.00     44.67     76.60     24.27     -2.22     75.10     65.79     83.02     84.72     29.26 
   497       55.10     28.56192  1353.76665        93.00     58.67     75.20     15.73     -7.78     52.10     61.51     82.36     89.98     30.19 
   498       49.08     28.34159  1342.11625        82.00     59.33     54.60      8.27    -25.56     54.70     65.40     75.45     91.88     24.69 
   499       55.72     29.43277  1340.75657        69.40     66.67     82.60     29.60     -0.56     59.80     62.14     74.40     84.17     28.95 
   500       57.78     28.54215  1362.55275        99.80     54.27     68.60     23.73     23.89     67.70     60.40     67.60     83.45     28.40 
   501       50.60     29.14644  1326.63027        82.80     65.47     63.20     -2.93      3.89     56.70     61.67     67.16     86.58     21.48 
   502       49.62     28.10180  1324.73234        70.60     33.73     65.60     10.13     -9.44     65.30     62.54     74.98     87.35     35.43 
   503       50.46     28.43798  1326.58841        93.20     60.40     61.40    -10.93     -5.00     59.90     68.17     64.29     88.34     24.81 
   504       59.62     27.73333  1336.72168        84.80     56.13     42.40     21.33     34.44     82.20     71.11     80.40     91.66     31.73 
   505       55.48     29.44299  1339.75772        82.40     58.00     56.00      1.33     15.56     93.30     63.97     64.69     84.99     34.57 
   506       53.31     28.67318  1349.43974        72.00     71.33     59.60      1.07     27.78     66.60     47.94     80.51     76.87     29.44 
   507       51.54     16.47738  781.48463        85.60     50.40     44.40     19.20     12.78     69.10     48.02     78.22     84.26     23.46 
   508       49.46     11.82757  1768.68473        71.60     38.27     73.20     16.53     -2.78     77.50     54.60     77.31     70.11     18.27 
   509       46.14      6.04028  1085.34477        85.40     34.27     81.80      8.27     -8.89     87.70     33.17     72.51     56.33     10.86 
   510       59.49     50.38006  666.23992        89.40     57.33     80.20     36.27     -6.11     74.10     61.27     80.84     90.79     30.80 
   511       56.06     26.89315  1774.96283        97.60     73.87     72.80      3.73     15.56     59.70     53.25     75.16     85.44     23.52 
   512       57.00     46.95447  2712.14613        84.80     63.47     93.00      9.33     -5.00     82.90     61.75     64.44     88.44     26.91 
   513       58.67     38.20740  2576.30366        78.60     69.33     58.80      9.60     17.78     83.80     66.98     78.11     87.17     36.54 
   514       58.75     45.53302  3010.88256        91.80     67.33     68.20      8.80     23.89     66.00     78.73     68.80     81.81     32.16 
   515       51.96     59.07273  3934.11798        82.80     63.87     76.40     28.80     -7.78     59.40     51.83     65.89     76.78     21.60 
   516       56.39     49.14546  4319.53596        90.80     77.20     72.80    -22.93     22.78     62.40     63.41     75.27     89.02     33.15 
   517       49.77     15.74577  3951.70768        59.20     44.00     67.60     25.60     -1.11     58.60     56.75     83.31     90.70     13.02 
   518       54.89     36.80259  2944.49395        83.60     60.27     70.60     26.13    -28.89     82.20     67.94     65.38     95.51     26.17 
   519       51.70     52.84334  2853.72106        73.20     74.13     51.40     10.93      9.44     63.60     53.41     62.65     92.38     25.86 
   520       55.32     39.58568  3618.46522        95.20     74.00     65.60     21.07     -1.67     55.10     63.41     67.27     87.89     25.37 
   521       53.75     63.11702  2561.65586        85.40     79.60     67.80      2.13      0.00     59.30     55.24     63.53     89.84     34.63 
   522       57.35     45.34363  2472.63829        87.00     58.80     70.60     22.40     18.33     71.20     51.11     75.45     93.38     25.19 
   523       56.38     21.97568  2538.56072       103.40     74.53     66.60      1.33     13.89     61.00     49.60     75.35     91.84     26.30 
   524       40.88      1.04937  2668.76598        97.80     42.13     81.80    -10.40     -7.22     39.90     41.27     69.78     39.27     14.51 
   525       54.17     36.28735  2833.10119        91.20     60.13     81.00     20.80    -18.89     50.00     55.79     78.69     94.42     28.58 
   526       53.29     67.09096  2365.01602        91.40     70.13     79.20      8.27    -23.89     53.60     63.89     71.49     87.66     31.17 
   527       57.19     51.95466  2953.18275        93.40     75.33     66.20     -0.53      8.33     76.90     62.06     74.15     91.34     24.69 
   528       57.93     41.32079  3626.34799       106.40     77.20     87.80      7.20    -14.44     52.80     60.08     71.71     97.37     33.15 
   529       55.16     29.98879  4435.37436        76.40     64.80     69.40     10.93     18.33     71.90     60.71     69.31     85.35     24.44 
   530       40.26      4.30494  3324.51563        88.60     23.60     31.80    -12.53     15.56     86.60     37.22     82.04     42.04      7.65 
   531       57.57     64.72514  4452.82648        96.40     70.13     81.80     17.87      6.67     69.60     53.02     66.98     85.85     27.35 
   532       54.89     52.76969  3885.53448        75.20     69.20     45.20     34.13     21.11     41.10     73.25     68.25     89.75     31.67 
   533       58.29     33.52285  4088.37814        99.80     64.40     60.80     20.80      5.56     76.00     70.32     72.15     86.44     26.60 
   534       42.65      4.07163  4358.48133        82.00     34.40     74.00    -11.20     15.00     83.50     24.84     71.05     41.36     11.54 
   535       50.35     24.34500  3623.03312        79.20     52.27     56.80      8.00     -6.67     67.90     54.92     75.53     89.93     25.62 
   536       51.79     54.89528  3286.18052        94.60     65.73     64.20      1.87    -23.89     59.40     61.27     63.20     96.87     34.63 
   537       56.68     70.40181  3743.75090        84.20     81.60     77.80      4.00     17.78     57.00     60.32     58.58     89.57     35.93 
   538       58.96     54.12729  3632.85780       105.40     68.00     59.40      9.87     14.44     69.90     66.90     71.56     95.37     28.70 
   539       50.24     80.79607  4326.25743        79.80     81.47     60.60     -7.20      3.89     51.10     58.65     65.27     91.52     17.35 
   540       57.80     36.56528  3727.36874       100.80     57.47     72.00     17.60    -13.89     75.90     70.48     70.33     89.02     38.27 
   541       52.90     35.78003  2824.68931        91.20     68.80     59.20      5.60    -13.33     59.20     61.51     70.11     92.74     34.01 
   542       57.33     86.90053  4396.17453        83.20     74.53     67.20     18.13     22.22     62.70     57.22     73.20     80.86     34.07 
   543       52.90     53.16969  3494.99907        90.20     68.93     64.20      3.73    -14.44     67.30     59.60     73.20     85.31     30.93 
   544       53.51     52.90730  3892.61650        67.80     76.27     73.20     26.93    -31.67     62.30     65.71     79.31     87.17     28.09 
   545       54.38     65.37481  3626.39985        85.00     82.93     65.60     10.93     -1.67     53.60     56.83     70.00     85.58     35.00 
   546       57.87     48.32388  3600.71771        89.00     64.00     61.00     34.13      7.22     66.90     64.21     73.38     90.29     28.58 
   547       55.92     59.38620  3644.51628        92.40     52.93     69.40     13.87     21.67     74.70     55.40     65.45     85.03     28.33 
   548       59.17     32.54557  3828.29169       101.80     55.47     69.40     23.20     30.56     64.80     62.78     74.29     83.90     25.49 
   549       57.58     53.07023  3940.98922        92.60     79.07     59.80     16.00     18.33     49.70     64.44     73.75     92.56     29.57 
   550       60.62     33.48980  3363.90832        86.80     66.00     71.60     15.20     32.78     79.80     68.02     71.78     83.67     30.56 
   551       52.75     29.81319  3519.77316       104.40     48.40     67.40      8.80    -14.44     77.20     48.73     74.36     83.85     28.83 
   552       50.23     44.53423  3930.38678        85.40     56.80     90.60     12.27    -27.22     55.80     46.03     74.55     82.18     25.93 
   553       53.04     23.08244  2751.90345       101.60     58.00     62.00      8.00    -25.56     78.80     60.16     76.91     79.82     30.68 
   554       52.97     31.02357  3707.20606        81.00     60.13     85.60     -5.87    -16.11     71.70     58.17     74.11     93.42     27.53 
   555       48.69      9.08123  2849.06813        92.20     41.20     70.20      4.27      7.22     75.40     43.10     68.91     65.90     18.52 
   556       59.51     56.47559  3909.32177        86.00     68.27     74.60     44.00     15.56     63.90     54.68     68.51     91.25     28.33 
   557       50.68     46.88855  3640.70821        75.20     65.60     72.20     17.07    -16.11     43.30     56.90     72.29     95.37     25.00 
   558       56.57     34.62905  3550.40113        95.60     61.87     75.60     25.60      1.11     79.70     55.56     68.36     83.45     18.83 
   559       51.51     54.74833  3399.00176        67.00     60.27     79.00      4.27    -11.67     70.90     58.02     67.85     85.31     34.14 
   560       56.93     73.76123  3713.95232        97.80     73.73     73.80     17.33     31.67     38.70     61.59     66.98     82.22     25.43 
   561       52.16     72.08543  3907.14483        68.00     65.47     83.40      2.13     -1.67     53.90     56.98     72.22     94.51     26.60 
   562       52.27     62.14836  3562.97480        88.80     66.80     83.40      9.87    -36.11     70.20     56.83     59.56     83.13     40.25 
   563       54.22     87.86369  4050.92496        79.80     72.80     79.60     25.87      0.00     44.80     46.51     68.65     91.97     32.22 
   564       58.91     54.12917  3438.45203        94.00     80.27     82.80     18.13    -12.78     78.70     55.87     65.75     94.24     32.16 
   565       54.76     31.98060  3000.89264        98.20     61.73     70.60    -13.07     -1.67     80.50     60.48     78.33     88.07     24.38 
   566       57.11     49.48151  3456.22678       104.40     60.13     78.60     18.93      0.56     60.80     63.10     78.58     84.67     21.30 
   567       56.64     49.78837  3222.42608        75.80     68.13     76.40      9.60     12.22     75.30     55.63     71.75     92.65     28.89 
   568       58.21     62.60944  3313.46327       110.40     74.80     52.00     29.87     -6.11     78.20     69.92     63.31     85.31     24.38 
   569       58.68     53.89045  3366.62047        88.60     78.67     88.20     -2.13     -1.67     66.80     67.94     74.25     91.29     34.81 
   570       54.24     48.08480  3169.07659        97.60     67.33     61.80     13.87      4.44     62.50     53.65     68.80     80.05     32.41 
   571       54.59     40.31034  3369.34720        88.00     60.93     68.00      4.27      2.78     70.80     64.84     70.91     85.53     29.88 
   572       58.01     47.12936  3720.85377        86.60     68.00     67.00     13.07     -6.67     89.10     60.08     80.58     93.38     28.95 
   573       55.70     31.08615  3686.55897        67.60     58.13     80.20      8.53     12.78     81.40     61.11     70.58     80.27     36.36 
   574       61.06     32.72722  3333.39276       100.40     56.80     77.20     28.27     11.67     95.80     57.62     76.65     83.58     22.59 
   575       55.80     26.62046  3659.88755        90.40     63.33     71.40     -0.80      3.89     72.40     59.60     84.76     88.12     24.94 
   576       55.01     39.87313  3203.58998        86.20     61.33     74.80    -13.33     18.89     81.70     53.10     71.78     88.53     27.10 
   577       58.66     43.49700  3418.23499        94.00     63.47     91.00      0.80     11.67     70.80     63.81     76.80     85.71     28.58 
   578       55.71     34.06248  3128.15940        62.20     66.93     70.80     -4.53     31.11     70.40     71.27     81.96     81.63     25.31 
   579       56.68     35.28468  3477.23027        84.80     61.20     70.60      4.00      1.67     76.10     67.86     80.15     84.26     36.17 
   580       62.66     37.17374  3425.22263        80.00     71.07     96.00     11.20     33.89     77.00     56.83     80.36     84.08     36.17 
   581       58.76     43.10679  3162.27649        94.20     70.13     88.40     -5.87     33.89     45.40     65.08     71.71     90.66     33.95 
   582       56.51     25.49630  3648.89105        96.80     56.40     71.00      2.93     20.00     68.40     69.37     66.44     88.21     25.56 
   583       52.01     31.92241  3512.32541        96.00     52.00     51.00     12.53     -5.00     59.30     58.89     70.91     94.06     30.43 
   584       57.20     28.67741  3553.72447        91.00     65.07     74.60      4.27      0.56     76.70     68.02     72.15     90.61     29.07 
   585       53.43     48.92172  3483.43892        86.60     71.87     55.20     10.40     -5.56     54.50     63.97     79.71     89.48     28.09 
   586       54.79     45.76223  3634.87871        90.20     76.40     60.40     17.87    -13.89     71.90     56.35     68.91     80.27     39.51 
   587       52.12     33.85752  3282.98034        77.20     63.33     67.40     -2.40      2.78     38.70     71.19     76.91     91.25     34.88 
   588       54.45     32.20302  3359.27134        87.60     66.93     65.20     15.73     -7.22     72.00     59.84     68.91     87.71     27.78 
   589       56.31     40.98112  3565.13548        97.40     65.33     68.40     15.47     -5.56     67.40     55.16     75.56     87.66     36.23 
   590       55.80     35.00455  3382.10465        89.60     55.73     70.60     13.33     15.00     62.20     58.73     78.11     86.44     28.27 
   591       60.22     39.16202  3366.66740        85.00     82.53     82.40      9.60     33.33     63.00     52.06     78.33     87.26     28.70 
   592       51.25     40.12481  3386.79718        66.80     57.07     55.60      7.47      2.22     71.20     59.92     71.27     89.98     30.93 
   593       52.83     30.90476  3313.52580        77.60     59.60     74.00      9.60     10.56     41.90     63.33     72.29     86.85     32.53 
   594       56.88     43.51355  3582.15597        86.80     57.73     66.20     29.60      0.00     67.00     74.52     77.56     88.30     21.05 
   595       55.46     31.36482  3321.39414        88.40     57.60     84.40     14.40    -20.00     80.60     60.79     72.33     90.79     25.25 
   596       53.35     38.04082  3460.05861        81.00     82.67     63.80     -2.67      6.11     71.90     57.06     70.07     82.72     20.86 
   597       54.63     37.69157  3420.47911        63.20     65.47     67.60     26.13    -11.11     68.00     66.90     76.15     89.80     34.20 
   598       59.19     38.07535  3437.22953       102.00     70.67     69.20     14.13     14.44     77.60     61.43     72.15     88.53     21.73 
   599       55.33     37.55145  3408.53390        84.60     66.67     59.20     17.07      1.11     68.80     65.24     77.02     87.62     25.99 
   600       58.17     36.81541  3412.92751        84.80     70.27     65.00     10.13      0.56     81.20     69.76     75.67     88.48     35.80 
   601       55.44     38.04180  3408.18906        60.60     63.33     82.00      6.93     22.22     60.70     66.03     73.31     89.07     30.19 
   602       51.76     38.15920  3420.38567        90.40     57.73     58.40    -17.33     -1.11     82.40     63.41     66.95     86.80     29.94 
   603       56.40     36.86881  3423.04829        85.20     56.40     76.00     31.73     -5.56     68.80     58.10     69.38     99.59     24.32 
   604       58.68     37.77909  3433.10505        94.60     66.13     85.00     18.93      2.78     59.40     71.11     76.22     84.13     28.52 
   605       55.76     36.71386  3413.99754        71.60     59.73     74.80      8.27     14.44     69.80     67.22     72.44     91.79     27.53 
   606       57.77     37.78953  3441.19858       100.80     59.33     69.60      1.07     12.22     73.90     62.94     71.89     90.07     35.93 
   607       51.77     37.17374  3425.22263        81.60     62.53     53.00      0.27     28.33     41.80     56.43     76.11     90.34     27.28 
   608       52.38     50.68648  2565.28382        74.20     58.80     76.40      6.93    -17.78     72.00     64.21     64.22     89.02     35.80 
   609       59.32     70.84862  3776.60154        91.60     77.73     66.00     43.20      5.56     62.80     61.11     67.38     90.48     27.35 
   610       59.02     45.42209  2877.21837        99.80     77.33     76.80     41.07      8.33     45.70     61.35     69.75     83.72     26.36 
   611       48.30     11.58652  2747.70561        83.60     49.33     68.40     17.60      5.56     50.20     43.17     78.65     66.76     19.75 
   612       55.93     85.72167  2712.26973        82.40     65.47     79.40     21.87      7.22     67.80     52.94     67.38     85.90     28.95 
   613       49.43     95.16676  3052.63469        93.40     72.27     64.20      0.80     -9.44     42.40     51.03     62.84     87.85     29.01 
   614       57.65     54.80515  3909.47057        69.80     65.33     80.40     20.53     13.33     60.10     61.35     81.78     98.23     25.68 
   615       53.76     42.45416  4663.82063        77.00     74.53     74.60     10.93     -1.11     53.90     53.33     73.53     87.07     33.77 
   616       57.20     83.63435  4791.08695        91.20     67.07     73.00     10.13     28.33     63.90     53.02     68.22     81.77     35.37 
   617       54.20     128.16639  4841.20969        96.80     62.53     52.00     24.53     13.33     36.30     61.35     59.89     98.00     37.22 
   618       54.70     119.22274  4424.85824        96.40     71.07     67.00     24.00     11.67     29.60     57.94     64.29     84.26     40.80 
   619       55.16     80.46789  4792.13912        88.40     74.80     88.20      7.47      8.89     47.50     56.35     60.47     87.57     31.98 
   620       49.59     92.65284  3696.95069        79.80     40.53     82.60     26.67     -8.89     46.70     56.75     56.95     87.89     26.91 
   621       53.47     78.68010  4762.81246        76.60     65.60     76.20     24.27     -2.78     58.70     55.63     58.22     92.65     29.57 
   622       57.77     102.88252  4606.19653        85.00     78.53     63.60     41.60      8.33     47.00     57.70     70.40     90.61     34.88 
   623       54.94     136.68956  4953.63646        83.80     72.93     84.00     18.93     -7.22     44.00     61.03     62.25     92.11     37.53 
   624       50.16     175.58054  4485.24445        87.00     63.60     60.40      1.07     16.11     56.90     47.86     55.67     83.08     29.88 
   625       56.97     97.50665  3864.33806        89.00     68.80     62.60     35.73     17.78     48.40     54.29     70.00     89.75     33.40 
   626       56.29     88.38410  4340.08792        83.40     71.33     85.60     12.80     47.22     51.10     36.35     63.13     84.72     27.22 
   627       51.64     65.84650  4450.57491        83.60     58.13     60.40      4.80      8.89     61.00     58.73     72.18     78.46     30.25 
   628       56.21     103.30240  4849.84148        83.20     63.33     68.60     18.13     43.33     56.90     50.32     55.96     96.69     25.68 
   629       47.00     113.94409  3995.58269        90.20     56.67     44.80     20.27    -25.00     58.10     52.14     57.60     87.89     27.28 
   630       55.19     70.81569  4865.74571        89.80     72.67     96.20      9.33    -20.56     62.40     49.37     68.55     91.16     32.96 
   631       49.72     101.23405  4097.23691       104.00     68.80     87.40     12.00    -33.33     35.90     49.52     59.49     85.99     27.47 
   632       52.66     94.31528  4540.49373        88.00     67.73     64.80     21.60      5.56     50.10     60.63     62.62     77.51     28.02 
   633       59.60     107.93998  4126.39077        94.20     78.40     63.00     29.07     31.11     41.60     71.67     63.89     88.53     34.51 
   634       52.48     142.15692  4346.50506        86.80     52.93     64.40     24.00     18.33     45.90     47.94     58.73     84.67     41.05 
   635       56.65     120.20483  3920.27188        90.00     81.07     80.60     24.00     16.67     35.30     54.05     60.95     84.58     39.26 
   636       54.46     112.33157  4672.25863        89.60     71.60     70.40     23.73      7.78     62.00     46.19     59.64     86.17     27.53 
   637       52.91     149.36753  4508.52586        70.00     88.27     65.40     20.00      3.89     42.70     55.56     62.47     93.42     27.35 
   638       49.71     147.36322  4786.29080        98.20     65.20     68.00     13.07    -14.44     22.90     65.24     66.22     81.63     31.11 
   639       53.78     158.37184  4147.96828        88.20     68.80     84.40     19.73      6.67     39.60     47.14     57.05     90.11     36.11 
   640       53.21     154.75384  3531.16830        63.00     72.27     85.80      7.73     21.67     28.80     65.56     57.60     97.10     32.59 
   641       53.87     160.54427  3630.46708        75.80     68.27     79.60     -6.40     14.44     59.70     70.79     50.69     89.12     36.67 
   642       55.03     175.25143  4293.69564        89.40     75.20     65.20     13.07     42.22     52.80     48.25     50.33     84.85     29.01 
   643       54.81     192.36758  4207.86460        81.40     73.47     64.60     43.73     -5.00     54.70     46.83     59.56     90.52     38.27 
   644       57.23     191.93593  4330.14247       100.20     67.87     70.20     20.00     18.89     52.00     60.24     54.00     93.02     35.93 
