constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[1.0, 10], [200.0, 5000], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset AllMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  10.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   871       48.97     182.42008  1617.65056        94.20     63.87     65.20     28.53    -11.11     27.70     52.86     49.05     90.88     28.52 
   872       52.36     176.39161  1667.78709       102.80     74.13     56.20     44.53     -6.11     20.40     50.63     58.62     87.98     34.38 
   873       54.42     184.26257  1415.98902        97.20     75.73     58.80     25.60     13.33     38.50     59.37     60.29     86.53     28.89 
   874       55.75     179.03026  1880.16508        78.80     73.47     92.40     21.33      5.00     55.80     52.46     57.45     92.56     28.21 
   875       50.99     183.10386  1992.32791        85.60     52.67     78.00     30.40      2.22     42.70     46.59     50.84     82.22     38.70 
   876       51.23     169.53798  2078.27805        81.20     60.53     51.40     37.87     28.33     30.30     54.76     57.78     87.03     23.09 
   877       51.38     176.10793  1893.96317        90.60     65.20     71.00     18.93      6.67     33.10     58.33     59.82     88.53     21.67 
   878       49.99     182.21467  1468.39602        91.60     73.20     79.20     11.73     -2.78     15.70     50.87     56.95     90.93     32.47 
   879       46.21     181.91806  1821.07771        88.20     78.80     75.20     -4.80    -41.11     41.20     46.19     59.89     89.43     29.07 
   880       55.89     172.19781  1999.93248        94.80     79.07     63.20     28.27      0.56     52.80     51.90     60.40     92.79     35.12 
   881       55.23     163.91994  2234.56367       107.40     62.00     79.20     16.00     -6.67     45.30     64.05     64.15     87.21     33.70 
   882       54.74     172.31773  2079.50287        90.60     86.53     80.40     26.40    -17.78     35.70     61.03     57.60     91.75     35.19 
   883       57.23     179.53989  2124.25147        66.40     72.00     80.20     31.73     21.67     59.70     65.40     55.56     89.25     30.43 
   884       51.24     172.71237  2279.81215        83.00     86.27     68.20     -0.53     -1.11     38.90     61.67     63.02     84.44     28.58 
   885       53.18     168.04404  2409.60365        96.60     88.27     67.80     22.13    -33.33     50.80     65.71     53.31     87.89     32.59 
   886       53.66     173.22388  1959.59785        86.40     82.40     72.80     16.53     -7.22     55.40     51.27     58.98     87.12     32.96 
   887       48.85     180.93631  1865.60857        86.40     63.87     80.20      7.20      3.33     34.60     48.33     52.51     84.94     27.10 
   888       48.50     180.59480  2197.80179        72.20     75.73     77.00     14.67    -15.00     46.30     42.14     57.24     80.14     34.63 
   889       52.88     191.34232  2278.02862        75.60     85.33     80.00     26.13     -6.67     42.40     57.14     63.75     77.60     27.53 
   890       54.03     185.90427  2102.76218        90.00     81.33     82.00      5.60     21.67     39.00     46.19     59.13     94.56     20.80 
   891       49.05     174.31992  2140.62947        75.20     84.27     63.40     14.13     -2.78     25.60     54.84     52.33     85.80     37.72 
   892       59.47     182.64724  2091.96858        94.20     86.00     81.20      7.73     34.44     56.10     60.08     53.89     90.48     30.62 
   893       53.47     188.11195  1966.20318        91.40     63.73     68.60     22.93      4.44     53.00     44.29     55.89     91.29     39.07 
   894       52.55     184.21864  2198.83664        82.40     64.13     67.00     33.87     12.22     44.20     42.86     63.42     86.17     29.26 
   895       53.19     188.11493  2197.44642        88.80     52.00     65.20      5.60     40.00     40.30     54.05     64.91     84.08     36.91 
   896       48.20     188.02267  2176.56623        87.20     81.87     50.80      4.27    -15.56     37.40     63.17     55.20     94.42     23.21 
   897       50.53     178.18816  1973.09468        87.80     71.73     87.80      1.87     -9.44     25.00     60.71     64.62     86.53     28.64 
   898       51.69     179.67833  2076.04721        97.20     66.13     63.20     10.13     20.56     28.60     51.43     58.62     86.85     34.14 
   899       53.88     182.04610  2030.51268        82.00     68.13     82.80     12.53      3.33     51.10     62.14     61.09     83.36     32.28 
   900       49.81     181.91493  2089.64302        72.00     78.40     74.20     21.33    -16.67     43.50     44.37     57.53     91.11     32.28 
   901       54.06     183.23962  2070.29759        85.40     63.07     80.40     28.27      1.11     52.10     48.57     61.82     89.84     30.06 
   902       52.27     181.78687  2096.03225        93.20     63.20     69.00      6.13      7.22     45.70     59.29     53.78     87.26     37.90 
   903       53.86     182.00340  2078.43002        87.80     74.40     57.20     19.47     10.56     51.30     59.92     49.27     95.46     33.21 
   904       57.64     182.85407  2086.45247        89.20     77.20     76.80     22.40     29.44     45.50     63.25     61.60     84.90     26.11 
   905       48.08     182.26745  2099.66753        92.40     61.33     83.20     -7.47     -4.44     28.10     51.03     60.69     82.18     33.83 
   906       53.23     182.68098  2100.34263        89.40     67.20     66.20     30.40     22.78     36.60     46.03     53.89     89.02     30.80 
   907       53.31     183.61393  2099.31013       101.00     72.53     60.40      8.27     13.33     49.10     53.02     55.45     84.49     35.56 
   908       53.47     182.78154  2098.93021        97.20     71.73     66.00     21.33     18.33     41.70     46.19     51.16     91.43     29.57 
   909       46.57     182.18714  2101.64322        76.60     76.53     50.80      1.33      5.56     28.00     57.70     54.62     85.53     29.01 
   910       50.16     182.64724  2091.96858        63.20     66.13     70.80     22.40     -0.00     38.60     54.52     56.40     96.46     33.09 
   911       53.54     155.36071  1106.94614        80.40     85.87     69.80     34.67     -5.00     43.90     49.68     51.96     97.78     26.30 
   912       52.07     126.83143  1848.91273        98.80     61.73     78.40      2.40     15.00     34.40     56.11     54.80     87.85     31.23 
   913       60.39     149.49512  2687.06243       101.80     71.33     78.80     54.93     11.67     55.60     55.63     59.56     78.32     36.23 
   914       45.65     136.61981  2704.80609        95.80     65.07     63.80     18.67    -19.44     10.10     50.87     54.95     85.80     30.86 
   915       45.97     109.61994  2298.45663        67.00     64.40     60.60     22.93    -19.44     36.90     44.44     58.95     94.83     29.14 
   916       49.75     147.90917  2623.21676        81.60     68.53     73.60      1.33     19.44     20.70     46.35     61.64     87.44     36.91 
   917       50.27     183.08971  1717.31656        97.00     60.67     78.00     10.93      0.56     27.00     55.71     57.53     87.48     27.78 
   918       51.82     143.09426  921.58587        88.40     74.40     64.40     -2.67     26.11     25.50     57.70     62.98     91.07     30.31 
   919       54.47     127.47271  877.42263        85.60     59.33     65.20     25.60     50.56     38.90     54.21     53.56     86.30     25.43 
   920       54.95     128.87221  1933.21882        94.20     73.07     78.00     24.27     -3.89     50.20     62.22     55.82     84.67     30.99 
   921       52.56     109.00664  3015.53503        88.40     75.87     68.00     -1.87     16.67     43.70     49.29     67.09     84.08     34.38 
   922       54.22     117.59641  1951.68246        79.20     74.13     79.00     25.87     22.22     41.00     52.46     56.15     86.39     25.74 
   923       55.38     144.72990  1900.19697        87.40     74.80     69.60     21.33     13.89     46.40     52.46     59.27     88.89     39.75 
   924       49.89     143.83119  2880.28034        85.40     63.20     68.40     27.73      2.78     19.20     55.48     59.67     85.94     31.11 
   925       53.65     134.20481  3966.31419        96.00     60.67     71.40     20.27      3.33     53.00     55.87     58.84     83.99     33.09 
   926       54.60     178.43366  4957.86142        89.60     66.13     68.00      9.07     28.89     47.80     64.76     53.64     90.43     27.72 
   927       53.91     157.20341  4232.74465        95.20     80.27     57.00     26.40     -2.78     38.00     49.84     60.73     93.15     41.30 
   928       55.78     125.49653  3593.90584        95.80     82.00     68.60     27.73     11.11     38.30     52.86     63.27     88.03     30.12 
   929       56.06     97.59732  4659.27521        97.00     84.53     74.00     -7.20     20.00     53.10     53.81     61.13     89.71     34.57 
   930       59.73     57.82430  4805.35557       101.80     73.33     75.20     29.07     21.11     69.70     49.92     65.31     82.81     29.07 
   931       56.05     21.51979  4121.56099        89.00     56.40     49.20    -10.13     49.44     73.00     66.11     74.36     89.57     23.58 
   932       58.79     74.94538  4647.35521        91.60     77.20     78.20      0.80     29.44     64.80     61.90     64.15     86.12     33.64 
   933       52.86     48.73254  4845.65450        68.60     66.27     78.40    -12.53     16.67     66.10     50.87     74.62     91.66     27.96 
   934       56.53     42.27647  4992.13462        91.60     54.13     70.20     20.00      8.33     72.40     55.24     68.36     92.11     32.96 
   935       54.65     40.82066  4083.39030        68.00     71.33     69.00      5.07      1.67     65.10     63.65     76.04     89.34     37.35 
   936       48.35     63.35396  4979.89603        64.80     68.27     78.00      0.27    -20.56     55.70     54.76     73.13     79.46     29.69 
   937       53.03     38.76983  4227.40680        98.00     71.20     61.80     14.40    -17.22     63.70     44.76     68.69     90.25     34.75 
   938       36.46      2.51689  3279.90985        96.80     38.67     65.40    -20.00    -25.56     62.70     34.76     69.20     33.15      9.44 
   939       45.32     14.49931  4929.37374        92.00     63.20     42.80      4.53    -39.44     63.80     50.71     73.93     80.95     20.74 
   940       57.45     28.66765  3355.42639        89.80     53.60     59.00     22.93     24.44     71.80     67.86     71.53     83.54     30.00 
   941       36.08      3.99289  3810.33552        77.40     22.40     39.40     -0.80     -6.11     72.70     31.19     79.78     38.64      6.17 
   942       59.15     37.80863  3012.70317        88.80     82.67     78.40     20.27      7.22     64.90     58.10     76.04     83.31     31.79 
   943       56.27     18.33843  3413.91688       101.40     57.47     73.00     10.93     15.00     57.10     62.46     78.29     91.70     15.37 
   944       60.36     24.45013  2995.57427        93.40     59.20     70.00     38.13     12.78     70.90     65.63     87.35     87.80     18.40 
   945       54.10     36.06874  3171.80018       104.60     77.20     56.60      4.00    -18.89     69.70     52.22     80.44     83.72     31.42 
   946       51.37     17.28821  2667.11816        75.00     54.67     72.40     16.00     -1.11     65.60     54.68     82.22     78.14     16.11 
   947       59.67     36.96506  2478.20107       102.60     62.27     69.60     11.47     17.78     80.80     51.98     76.25     97.64     26.36 
   948       58.22     34.94266  3260.45360        91.00     69.73     76.80     30.93      6.11     60.00     50.56     72.18     95.37     29.51 
   949       48.57     11.85939  2967.05494        98.60     46.67     54.20     11.73    -14.44     73.30     52.62     82.87     68.30     11.85 
   950       49.54     41.63572  3756.92510        82.20     74.00     69.00     -5.07    -30.56     61.60     54.29     70.98     92.52     26.48 
   951       55.66     23.00761  2593.21828        93.40     76.27     74.60     10.67    -22.22     79.50     59.92     61.64     88.93     33.89 
   952       39.30      1.02307  3087.71239        80.80     24.40     59.60     10.13     10.56     42.90     34.29     74.95     38.68     16.67 
   953       42.23      4.16535  2950.32157        90.40     26.13     81.60      8.53     10.56     60.50     24.92     71.56     43.45      4.63 
   954       57.71     25.80795  1933.54658        99.00     64.67     79.80     13.87     -8.89     72.80     56.83     78.87     93.24     26.91 
   955       48.94     12.59497  2333.31275        85.80     54.13     57.60     -8.00    -17.78     92.20     48.57     73.85     80.41     22.65 
   956       54.41     50.86084  1811.05351        89.60     66.93     67.80     18.13    -15.56     73.10     52.06     65.16     96.64     30.25 
   957       57.00     59.70128  2017.46041        67.20     69.20     51.00     21.07     17.22     78.70     72.14     69.64     90.43     33.40 
   958       51.64     71.78973  2323.25065        79.80     69.33     78.60     19.47    -32.22     60.80     62.94     65.27     81.95     30.43 
   959       51.54     83.76484  1924.40148        67.00     70.93     81.00     -1.60     -5.56     69.90     56.90     62.18     85.31     29.32 
   960       50.80     102.18479  1683.69405        89.80     77.33     74.20      4.53      7.78     42.00     42.78     54.04     90.66     24.88 
   961       56.08     115.33998  1368.43126        89.40     82.67     82.60     16.80      8.33     54.90     61.35     58.47     81.50     24.81 
   962       49.39     112.80790  1233.71146        79.40     67.87     76.80     11.20      5.00     22.30     55.48     61.85     85.76     28.21 
   963       54.33     96.50511  1778.42113        73.20     74.67     76.40      1.60     10.56     49.10     58.97     76.40     89.80     32.59 
   964       55.14     122.26978  1936.21788       101.40     80.00     78.80     22.93    -10.56     45.10     52.94     61.16     87.07     32.53 
   965       54.73     102.17802  1688.55754        66.00     76.53     73.40     30.40      2.78     58.30     56.27     61.16     81.68     40.80 
   966       54.71     107.19575  1673.40096        95.40     77.20     79.20      9.87      7.78     57.00     52.14     55.27     85.03     28.21 
   967       50.75     126.29775  1683.52111        89.80     73.07     62.40     -8.00      5.56     50.20     59.21     53.20     87.17     34.88 
