constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[1.0, 10], [200.0, 5000], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset AllMovingCutoff
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  10.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   646       51.92     168.71403  1302.41338        49.00     65.60     67.60     22.67     40.00     29.60     59.37     59.75     95.33     30.31 
   647       52.29     196.19980  600.67936        63.00     59.33     85.60      7.20     15.00     42.70     66.35     63.45     85.22     35.06 
   648       50.98     182.18791  259.43912        76.40     85.33     72.00      5.87     -2.22     21.40     56.51     64.36     91.25     38.95 
   649       49.77     171.86905  1024.28246        56.40     72.93     70.40     18.40     10.00     47.80     48.49     57.67     89.43     26.17 
   650       53.11     179.78395  728.14584        73.20     75.20     86.20     24.80     -0.56     34.30     51.43     60.65     91.70     34.14 
   651       50.05     175.57039  1058.86007        68.20     77.33     79.80     18.13    -12.78     42.90     47.22     56.84     90.11     32.72 
   652       49.79     184.23180  833.77916        74.20     59.73     79.60      9.87     13.33     37.60     56.27     58.00     81.50     27.78 
   653       48.38     199.68677  1106.90665        86.60     62.27     72.80      1.60      1.11     29.30     56.90     60.84     85.31     27.10 
   654       50.88     164.49388  879.66464        97.60     70.00     71.60     11.73     16.67     14.40     48.17     61.42     91.38     25.80 
   655       52.59     184.56351  1518.39792        78.40     84.40     76.40     26.13     -3.89     34.60     53.65     52.55     88.71     35.00 
   656       58.53     168.62887  1137.35899        93.40     65.33     77.00     18.40     24.44     48.00     66.35     62.11     91.52     38.70 
   657       51.35     185.00564  1089.46535        95.80     52.67     48.40     30.40     16.11     50.30     56.11     51.31     81.86     30.56 
   658       48.34     170.38054  1477.72669       107.00     77.73     69.40      8.53    -20.00     22.30     47.70     57.35     90.07     23.33 
   659       38.76     163.73665  1283.52500        65.00     60.80     59.60     -1.87    -53.33     15.00     52.94     60.69     97.82     30.99 
   660       50.98     173.17271  795.40212        93.00     66.93     73.20     15.73     -5.00     37.90     55.08     55.82     87.12     30.06 
   661       53.51     186.86444  896.76202        91.00     61.73     67.00      8.00     33.89     39.70     56.83     56.11     87.62     33.21 
   662       57.33     147.23829  985.60918        89.40     72.00     90.40     13.60     21.11     52.80     48.41     60.36     82.99     42.22 
   663       55.04     166.23927  1248.36615        88.80     70.13     90.00     23.20    -15.00     41.80     64.84     57.85     91.66     37.16 
   664       52.34     155.66456  967.82283       102.40     77.87     70.00     22.13    -19.44     28.70     57.86     69.42     86.03     28.40 
   665       52.15     166.34013  1382.47889        52.00     76.53     81.20     20.80     25.00     37.80     57.86     61.56     85.22     23.58 
   666       52.80     149.33222  1506.28453        88.00     58.67     66.20     -4.53     23.33     37.30     62.30     61.93     96.60     38.21 
   667       48.86     151.68645  1496.85270        84.60     57.47     82.00     21.07    -23.89     25.70     54.84     61.89     85.99     38.89 
   668       48.49     152.84073  1914.98767        81.40     66.27     75.00     27.20    -22.22     39.50     45.71     63.96     77.23     30.80 
   669       46.80     136.44184  1536.07809        86.00     69.87     66.00    -11.20    -11.67     37.40     49.52     62.65     92.11     27.28 
   670       54.02     139.45792  1406.40721        81.40     78.53     73.80     -0.27     30.00     49.20     48.57     64.25     82.13     32.53 
   671       50.34     127.70762  1777.31980        88.60     68.00     74.40     -4.53     13.33     36.00     44.21     66.15     87.71     29.57 
   672       57.51     134.47953  1283.66295        83.00     71.60     90.60      7.73     22.78     63.00     53.97     68.40     90.07     23.95 
   673       51.42     123.99150  1633.61438        88.80     62.93     74.40      5.07      1.11     44.20     61.75     67.93     87.17     20.86 
   674       52.29     142.47738  1033.71555        87.20     67.60     72.20     18.93      6.67     35.80     47.62     65.02     84.17     37.65 
   675       51.90     120.55010  1034.22577       101.80     68.40     66.60     -2.40     10.56     31.20     53.41     67.35     96.96     25.12 
   676       48.89     133.30219  1434.48058        89.40     62.80     71.80     27.47    -21.67     41.20     40.08     66.29     83.81     27.72 
   677       51.99     126.91796  1098.44794        87.00     57.33     73.20      7.20     -4.44     58.00     51.59     68.76     96.33     24.94 
   678       49.50     142.60801  1238.24749        79.00     65.73     74.20     14.93    -15.56     35.60     53.81     54.00     93.92     39.32 
   679       52.68     137.05008  1482.74302       107.00     57.07     70.40     16.00     -7.78     37.80     64.05     65.16     84.67     32.41 
   680       54.07     134.01061  1251.62577        99.20     77.33     92.80      9.07    -22.78     47.20     50.87     63.16     89.30     34.51 
   681       51.81     142.41998  1509.30157        78.20     77.73     71.60    -15.47     27.78     44.80     52.30     60.15     89.25     31.79 
   682       51.90     144.56488  1513.22047        95.20     76.13     80.80      7.47    -15.00     46.80     49.84     66.47     80.05     31.23 
   683       54.11     124.32519  1097.54597        98.40     72.80     48.20     12.53     13.89     43.00     66.98     68.11     91.84     25.37 
   684       53.76     133.13664  1424.02137        93.60     71.60     75.60     14.93    -14.44     55.80     50.48     66.69     94.65     28.70 
   685       49.66     135.84285  1207.55743        67.80     71.20     62.80      1.87     10.00     38.10     58.33     71.13     90.16     25.25 
   686       53.17     144.73188  1252.66106        92.60     64.27     85.00     14.93    -12.22     46.60     56.43     61.56     85.03     37.53 
   687       52.15     131.96971  1029.18509        86.20     67.60     78.60     -0.53     17.22     32.60     58.41     60.40     88.30     32.65 
   688       50.25     139.62524  1189.68515        97.00     71.60     80.40      4.80    -10.56     25.90     56.03     63.82     84.08     29.44 
   689       50.77     131.99331  1147.57036        83.80     65.33     89.80     -5.07     13.33     28.80     53.17     62.84     89.30     26.42 
   690       58.32     138.19999  1406.82117        94.40     61.07     93.00     24.80     32.78     24.00     62.30     60.98     95.01     34.81 
   691       51.86     136.06381  1423.44355        80.60     69.20     81.40     29.33    -21.67     39.30     61.35     57.05     88.16     33.83 
   692       53.15     133.48223  1462.81059        92.40     76.00     87.40      3.73    -10.00     46.50     52.30     63.67     88.71     30.74 
   693       52.65     137.29098  1395.59269        81.80     58.40     92.60     18.40     -7.78     52.60     48.25     61.56     85.12     35.49 
   694       52.42     137.90406  1529.50313        83.40     79.73     76.80     26.93    -26.67     28.00     65.48     64.69     92.93     32.90 
   695       56.16     133.84332  1560.15803        75.60     62.27     75.40     29.60      3.89     44.90     63.17     70.73     95.46     40.56 
   696       54.65     138.40658  1557.24882        85.60     61.47     75.80     -2.93     16.67     59.20     66.51     65.27     92.29     26.60 
   697       53.73     143.40952  1283.33947        89.00     88.80     54.00      0.53     38.89     33.90     45.32     65.09     90.07     31.73 
   698       49.07     138.83546  1407.45012        89.00     71.73     68.80      7.20    -12.22     10.70     56.98     65.02     96.78     36.73 
   699       57.60     137.86839  1407.10359        89.20     64.27     76.60      0.27     45.00     63.70     57.94     58.73     85.22     35.12 
   700       55.98     137.50905  1397.53029       101.00     84.13     66.20     22.93      6.11     44.00     50.63     62.51     88.12     34.14 
   701       48.31     138.07113  1425.35447        84.00     66.27     70.20     -4.53    -11.67     48.00     53.41     62.98     91.84     22.59 
   702       52.46     137.55158  1424.14391        93.60     76.27     65.00     31.47     -0.00     34.00     48.49     59.27     86.71     29.81 
   703       50.71     138.43529  1412.62384        86.20     72.40     71.40      4.80    -13.33     39.20     55.56     66.11     97.14     27.59 
   704       52.82     138.77820  1407.39852        70.20     82.40     73.00     22.40      2.78     40.30     54.76     60.25     86.39     35.68 
   705       49.94     137.80847  1399.61121        74.00     74.67     82.00     -2.93     -8.89     48.70     50.48     62.58     90.20     28.58 
   706       45.30     139.14350  1422.99263        79.40     67.20     42.40    -10.93     -6.67     30.90     61.19     66.76     89.57     33.15 
   707       55.51     137.38972  1403.62676        94.60     81.73     73.60      9.87     12.22     44.80     51.75     67.42     90.88     28.27 
   708       52.09     138.19999  1406.82117        93.40     64.13     57.20      2.67     25.56     32.50     58.57     63.93     91.25     31.73 
   709       52.78     183.09422  1648.36638        78.80     66.13     73.80     24.80    -11.11     57.00     53.89     51.89     91.75     40.80 
   710       47.42     135.95780  2346.05861        83.00     69.73     51.60      2.93    -17.22     49.90     43.41     67.13     89.84     33.89 
   711       51.80     178.55443  2877.71405        87.20     75.87     64.80      7.20      0.00     49.70     57.38     50.11     99.86     25.93 
   712       54.20     137.57969  467.74824        88.80     83.20     58.20     36.00     -3.89     51.00     62.46     55.45     82.40     28.33 
   713       56.00     123.38156  771.03329       108.40     78.27     75.80      6.40      3.89     37.40     52.30     72.22     95.96     29.32 
   714       55.94     110.90650  1722.27212        99.40     64.53     72.00     15.47      5.00     48.80     56.59     67.31     93.15     37.16 
   715       48.47     116.94794  1265.77147        85.80     65.47     73.20     21.33    -51.11     54.10     49.60     65.35     83.90     37.10 
   716       55.46     113.91607  1125.00203        99.20     65.07     80.80      9.87     10.00     47.20     54.84     68.07     84.40     35.12 
   717       54.67     107.51655  856.83635        76.00     69.07     65.40     16.80     16.67     53.40     55.00     69.53     89.12     35.74 
   718       60.49     69.17004  963.83203        88.60     72.00     83.40      7.47     22.22     68.50     56.43     82.58     81.59     42.10 
   719       61.17     49.08187  1592.63869        75.20     67.73     66.20     40.27     12.22     82.70     60.32     79.82     99.37     27.84 
   720       56.53     39.14522  2526.34285        87.60     72.53     81.60     14.67    -23.33     60.60     60.63     82.80     95.10     33.09 
   721       55.77     86.14412  973.10988        73.40     77.87     72.80     29.33    -13.89     67.50     55.79     75.20     88.12     31.54 
   722       55.10     89.45107  1196.36231        84.60     71.20     63.40     34.40    -10.56     65.10     50.24     74.15     85.58     32.90 
   723       55.54     46.75508  907.62027        88.20     59.60     59.20      6.93      3.33     79.80     62.30     80.15     88.07     27.78 
   724       57.19     47.51624  1468.27447        72.60     69.87     88.20      2.40     -4.44     83.40     56.19     81.27     87.71     34.69 
   725       50.86     91.58949  973.76393        77.20     76.80     58.40      1.33     15.56     43.60     53.41     61.64     89.02     31.67 
   726       53.76     93.34209  812.16021        76.60     65.07     83.00     34.40     -8.89     42.20     46.43     74.95     91.38     32.47 
   727       56.49     68.54928  838.38850       103.00     78.93     60.00     23.20    -16.11     60.50     51.98     76.36     92.29     34.69 
   728       58.19     72.37926  476.64052        90.40     79.60     79.00     40.27    -23.89     61.30     51.90     77.71     93.79     31.85 
   729       52.90     87.33526  1054.37012        83.40     68.00     77.40      9.87    -15.00     66.30     55.08     73.89     82.00     28.09 
   730       60.82     72.62573  1760.58528        91.60     67.20     82.00     19.73      5.56     67.30     67.94     78.29     91.84     36.73 
   731       57.23     90.75430  1913.17144        87.80     73.33     72.80     19.20      7.78     57.60     58.10     71.42     92.43     31.85 
   732       58.47     118.44588  2364.91165       100.20     74.53     81.00      4.00     28.89     50.40     54.60     62.98     94.10     33.95 
   733       52.50     117.05717  1563.26326       102.60     66.53     71.20     23.47    -26.67     51.00     57.14     56.29     92.34     31.11 
   734       56.25     89.73810  2332.11819        96.20     64.53     64.40     36.27      5.56     44.80     59.13     73.38     86.03     32.16 
   735       50.75     51.04253  2462.91204        52.40     60.27     71.40      2.40      3.33     63.40     67.62     73.71     87.62     25.37 
   736       57.41     104.66771  1592.84967        96.20     69.47     57.40      6.67     28.33     51.80     56.90     71.71     96.87     38.70 
   737       51.09     127.23572  1662.52898        91.60     67.07     71.40      8.00    -20.56     38.40     49.44     67.67     97.96     39.94 
   738       60.77     75.40781  1864.12224        84.80     86.80     69.80     15.20     47.78     54.80     55.79     73.75     86.49     32.53 
   739       55.89     93.13332  1851.21763        95.60     75.47     71.80     30.13    -11.11     59.80     60.08     69.35     79.95     27.84 
   740       54.55     71.71525  2573.54515        83.80     52.80     75.00     23.47     11.11     52.10     58.73     72.55     86.62     29.32 
   741       51.30     77.15714  2139.23842        83.00     64.40     75.00    -27.47     15.00     53.00     57.22     79.42     82.22     31.17 
   742       54.66     44.93053  2471.40175        98.20     61.20     76.80     -0.80    -13.89     74.30     55.40     76.65     79.00     39.75 
   743       48.11     73.25152  1703.35318        57.60     62.40     66.00      9.07      8.89     47.30     46.27     77.53     79.09     26.91 
   744       49.07     97.15155  1792.86702        62.40     72.27     61.20     12.27    -10.00     46.80     58.49     70.25     90.02     26.98 
   745       52.24     78.66374  1975.52017        74.40     72.27     67.40     18.93    -22.78     65.90     64.29     71.27     85.31     25.37 
   746       55.78     106.78949  2628.22590        71.00     74.80     57.20     11.47     21.11     66.10     60.63     71.82     87.71     35.93 
   747       52.85     71.52530  1269.31805        78.20     77.60     63.40      3.73     -6.67     53.50     61.03     70.98     94.01     32.72 
   748       55.99     71.26764  1192.88435        79.00     70.93     78.00      8.53     18.33     68.60     61.19     69.53     78.64     27.16 
   749       56.94     62.75627  1114.08131        89.80     73.73     66.80     17.60      0.00     61.10     55.48     79.02     89.80     36.11 
   750       54.15     82.35990  1697.51701        85.60     79.87     71.00     40.80    -34.44     42.30     63.65     72.65     87.17     32.90 
   751       58.63     81.75412  1890.43525        95.00     62.53     76.00     22.93     31.11     57.00     46.51     78.55     91.20     25.49 
   752       62.09     54.28755  2088.76162        84.00     69.47     85.00     31.20     18.33     79.20     59.13     80.11     85.49     28.95 
   753       60.25     36.61960  2482.81674        88.40     54.93     77.80     16.53     25.00     81.70     60.08     81.38     81.54     35.12 
   754       53.68     49.11035  3058.10090        87.20     52.13     79.60      4.53      0.56     69.60     52.70     78.65     89.71     22.16 
   755       57.28     51.20514  2280.16577        90.00     60.27     65.20     14.13     17.78     76.20     56.83     81.02     83.99     27.35 
   756       48.14     14.12815  1970.64945        71.80     48.13     45.00     12.27     -2.78     85.90     51.59     76.87     74.06     18.58 
   757       53.98     28.75720  2736.77055        93.00     78.00     57.20     10.67    -28.89     76.80     59.60     82.51     87.12     23.77 
   758       54.41     14.46523  2241.20048        93.80     49.73     54.80     38.93      2.22     82.20     46.67     78.80     75.69     21.30 
   759       54.47     55.08096  2992.98183        99.60     66.27     73.00     20.53    -42.78     69.30     55.79     76.95     88.66     37.41 
   760       54.23     37.87405  3013.42859        85.00     62.40     71.60    -19.73      9.44     76.60     59.21     83.67     86.30     27.84 
   761       59.00     24.48698  2629.96090        89.40     59.87     69.60      3.73     42.78     79.90     54.76     79.35     84.85     25.80 
   762       51.57     37.67018  2292.05201        78.20     60.53     64.60     -6.67    -10.56     71.20     57.62     81.42     87.21     32.16 
   763       50.81     24.17835  2690.96819        81.20     60.40     37.40      1.07      8.33     74.30     61.83     76.47     83.72     23.40 
   764       59.60     33.72301  2952.37291        93.00     61.73     82.00     20.53      2.22     75.10     63.97     81.64     81.09     34.75 
   765       52.41     21.74090  2741.13290        67.60     46.40     58.20      3.20      5.00     88.70     59.68     77.13     91.70     26.48 
   766       55.46     26.28647  2801.11344        97.80     63.20     63.40     -6.40     11.67     80.80     65.56     77.67     81.13     19.81 
   767       50.14     21.31151  3341.33531        92.40     62.40     47.80     -3.47    -21.11     86.70     51.51     82.11     86.44     16.60 
   768       58.89     54.58471  2729.77903        93.60     80.27     76.20     11.73     20.56     63.40     56.19     71.78     91.34     23.83 
   769       56.90     37.50435  2907.52535        95.80     64.00     48.60      5.60    -10.00     86.10     64.84     88.84     90.79     34.38 
   770       55.02     30.34567  2533.68363        83.00     50.13     69.60      3.73     15.56     73.90     64.37     84.33     82.40     23.21 
   771       55.07     25.98607  2524.54466        83.80     50.13     69.60     -1.33     25.56     56.90     59.84     82.73     94.51     28.95 
   772       57.15     41.63202  2724.27633        54.20     65.73     82.40      9.87     38.89     78.90     51.59     81.96     87.17     20.80 
   773       59.82     54.20706  3095.82272        86.80     78.40     71.80      9.33     18.33     71.80     61.03     72.22     90.93     37.59 
   774       59.79     52.97356  3233.86496        91.60     79.60     65.00     18.13      7.78     58.50     64.13     82.91     95.65     34.57 
   775       59.61     40.00174  2816.55011        81.60     78.00     71.80     19.47      6.11     80.80     63.89     80.29     88.16     25.99 
   776       54.15     52.98681  2865.91575        87.20     65.33     60.00     34.67    -17.78     76.50     44.92     70.91     88.75     30.99 
   777       57.67     35.36614  2999.18980        97.80     65.73     65.00    -22.40      8.33     90.70     60.32     87.71     95.51     27.96 
   778       60.72     55.66462  2974.19313        91.80     67.07     72.20     20.80     15.56     70.50     61.83     73.24     89.12     45.06 
   779       58.73     54.54914  3211.49398        99.60     76.40     59.00      6.40     -0.00     68.30     67.94     78.55     86.53     44.63 
   780       60.55     48.06578  3171.57150       101.80     66.27     55.60     23.47     15.00     68.50     59.84     82.00     94.51     38.52 
   781       54.12     56.79738  3017.03965        82.20     65.60     65.20     -1.87     -5.00     79.40     62.62     74.76     82.31     35.93 
   782       54.99     36.27232  3270.27439        85.60     61.60     66.20      7.73      5.00     73.80     56.43     78.11     79.41     36.05 
   783       58.00     56.41513  3156.18892        91.00     61.60     80.40     -1.60     14.44     70.20     67.46     74.29     93.15     29.01 
   784       59.37     39.84398  2921.24935        83.40     66.67     73.60     14.13     13.89     79.80     63.57     84.11     87.85     26.67 
   785       63.38     47.30348  3386.51411        94.80     60.93     67.20     29.60     32.78     65.90     70.48     84.00     93.88     34.20 
   786       51.98     52.73452  3648.58850        67.40     71.33     75.60      2.67    -31.11     74.00     64.68     75.53     90.48     29.26 
   787       59.84     37.33465  3403.85857        94.80     71.07     75.00     19.20      8.89     72.30     51.67     80.76     88.16     36.54 
   788       57.13     49.70342  3625.07981        69.40     66.27     64.00     31.73     15.56     76.70     51.83     81.64     84.44     29.69 
   789       55.22     46.79281  3506.65946        86.20     68.93     65.40     17.60    -11.11     71.20     48.41     83.31     98.68     23.58 
   790       52.80     45.75088  3329.84805        82.80     76.80     62.60      2.67    -18.89     72.00     57.22     79.85     78.46     34.44 
   791       59.03     46.63302  3395.60402        87.00     69.60     73.20     28.00      5.56     79.70     58.81     73.13     93.11     22.16 
   792       56.35     43.48090  3309.78382        75.00     71.20     60.60     10.40     15.00     76.10     63.33     79.67     83.04     29.14 
   793       57.72     41.21443  3413.81794        73.20     75.60     58.20      4.80     10.56     92.90     66.19     82.98     88.16     24.57 
   794       57.68     46.33678  3527.36821        78.00     77.33     77.40     12.80      0.56     85.10     61.67     77.35     79.46     27.16 
   795       59.03     41.62856  3264.79166        93.40     79.07     74.20     24.53    -32.22     83.00     64.29     85.60     86.71     31.73 
   796       59.55     47.37821  3277.08142        97.00     72.40     76.00     25.07    -20.00     75.30     61.43     86.40     82.86     39.01 
   797       51.92     49.89057  3522.31507        77.80     58.27     66.00     -4.27     -5.00     70.60     53.65     76.55     86.35     39.26 
   798       53.26     47.53979  3259.98253        95.00     65.47     68.20    -10.67    -17.22     73.50     54.60     81.16     87.94     34.63 
   799       57.42     47.88745  3384.81220        86.20     76.53     78.40      7.47    -11.67     67.20     57.46     76.69     88.98     46.98 
   800       56.45     46.79781  3403.71220        75.60     62.27     71.60     13.87     -5.56     79.60     76.11     77.42     87.71     25.86 
   801       56.62     46.73883  3410.93574        92.60     58.53     64.60     15.20      0.00     68.10     67.78     75.20     92.24     31.98 
   802       60.16     47.79894  3374.88073        89.00     63.87     72.80     18.93     -8.89     91.20     62.46     81.71     90.84     39.69 
   803       56.77     47.24252  3403.84773        80.40     56.93     70.80      3.47      9.44     68.60     68.81     80.65     90.57     38.02 
   804       54.49     47.66273  3391.39187        70.60     71.73     66.80      6.93      9.44     70.50     59.84     78.87     81.00     29.20 
   805       59.18     47.35662  3388.90181        96.80     63.73     63.20     38.93    -26.11     84.10     66.90     83.64     88.80     31.85 
   806       53.19     46.45919  3385.07503        83.00     70.13     52.00      1.60    -17.78     69.40     72.70     81.20     86.89     32.78 
   807       56.09     47.71037  3389.57123        91.00     71.07     59.60     11.73      2.22     82.60     51.83     75.16     85.03     30.68 
   808       58.89     46.83337  3381.77788        96.00     53.20     73.80     12.00      7.78     71.80     67.06     76.76     99.14     31.36 
   809       58.92     47.30348  3386.51411        83.00     61.87     59.60     45.60      2.78     67.50     64.84     83.71     92.20     28.09 
   810       62.06     29.18180  3788.62522       100.00     68.80     63.20     17.87      7.22     90.40     69.76     83.24     86.39     33.70 
   811       55.62     68.23497  3807.72468        91.40     74.40     69.80     20.80    -25.56     65.10     66.51     66.91     94.15     32.65 
   812       61.94     33.22234  2981.70910        83.00     60.53     68.60     39.47      8.33     88.50     69.29     81.60     84.26     35.80 
   813       58.40     63.30983  2669.64476        65.00     89.60     77.60     15.73      8.33     62.70     66.19     76.73     84.94     37.16 
   814       61.76     56.01129  1574.63844        85.20     65.33     72.40     19.20     15.00     80.10     62.54     87.09     89.98     40.80 
   815       54.84     102.37135  1536.05454        89.20     68.93     71.40     17.60    -17.78     49.20     60.56     70.73     99.91     38.64 
   816       53.35     101.28936  1720.77877        93.80     73.20     80.60     -1.33     -1.11     46.80     57.30     66.65     87.07     30.49 
   817       57.61     43.22097  456.34830        69.00     66.40     66.80     32.00      7.22     77.40     58.17     84.11     91.02     23.95 
   818       52.41     39.13772  2686.23489        64.60     70.67     59.40     -0.00     -0.56     73.10     56.67     81.13     94.56     24.51 
   819       54.93     74.39675  3221.55314        68.60     67.73     73.80     10.13     15.56     64.20     58.49     71.02     89.12     30.68 
   820       51.16     99.60347  4056.95911        83.60     58.53     61.00     -3.20      3.33     56.20     57.46     63.05     93.51     38.15 
   821       55.44     125.01375  3174.31381        87.80     72.93     70.60     33.07      0.00     46.10     63.41     64.36     87.57     28.52 
   822       54.02     124.83861  3853.62238        85.80     57.07     79.80      9.07     24.44     52.40     58.89     60.11     82.04     30.62 
   823       61.72     87.13515  3055.15964       105.60     75.33     84.40     33.33      3.33     56.90     66.59     72.07     90.84     28.77 
   824       58.38     71.50823  3972.73020        90.00     74.93     82.00     11.47      8.89     66.30     60.16     74.00     89.84     26.23 
   825       55.20     73.09797  3074.87472        97.20     78.53     57.60      9.33     -0.56     65.00     55.56     73.85     82.31     33.15 
   826       59.94     87.58423  3201.11954       103.40     71.47     96.80      5.60      9.44     62.70     57.54     73.31     94.83     24.32 
   827       56.26     92.16819  3165.96887       101.20     78.53     79.40      3.73     -6.11     48.60     58.17     77.05     91.25     30.74 
   828       60.55     94.92654  2331.77220       100.40     78.13     72.20     23.47     27.78     56.90     57.78     76.22     88.25     24.38 
   829       55.50     109.73941  2899.30686        80.60     69.20     75.60     10.93      8.33     53.00     61.51     69.78     90.57     35.43 
   830       51.00     118.32485  3845.09385        93.60     57.73     77.40     27.20    -16.11     30.60     54.13     68.40     84.58     32.47 
   831       51.28     144.47130  3685.01469       100.80     74.53     56.20      5.60    -15.56     42.30     69.44     61.27     83.85     34.32 
   832       50.74     182.22317  3878.94196        76.20     63.60     66.80     16.80     -5.00     58.20     51.90     58.11     90.25     30.49 
   833       50.17     188.43484  4296.58113        91.60     60.53     67.40     12.00     -6.67     34.10     63.02     60.22     89.66     29.81 
   834       54.44     195.58324  4785.72698        98.00     74.40     70.00     11.47      0.56     62.70     47.22     57.82     89.21     33.02 
   835       51.78     192.02020  3925.02091        90.20     77.20     76.20      2.67      6.11     43.20     42.38     59.53     88.30     32.04 
   836       57.94     163.10931  4098.33970        85.80     76.00     77.80     28.27     29.44     33.10     63.33     67.31     96.33     21.98 
   837       48.08     160.17597  4457.53601        82.00     81.87     56.80     22.67    -20.00     18.50     45.79     64.29     92.97     35.86 
   838       51.82     129.21045  3959.33870        96.00     69.07     63.80      8.80     -2.78     40.80     57.86     56.29     89.89     38.52 
   839       56.51     99.32597  4933.33567        93.20     85.07     82.40    -14.67     22.78     47.70     63.41     70.95     84.31     30.00 
   840       57.01     90.53729  4377.50355        94.60     64.27     71.00      6.40     20.56     58.60     53.17     64.18     93.51     43.83 
   841       53.65     92.64912  3575.04780        77.00     67.20     75.80     14.67      5.00     66.80     43.10     76.51     82.77     27.65 
   842       60.49     58.67948  4649.86907       102.00     80.40     64.80     27.47      9.44     60.70     59.84     75.71     87.12     37.41 
   843       56.24     36.66258  3973.86926        67.00     69.60     64.00     13.07     20.00     72.40     55.00     79.93     90.34     31.05 
   844       58.27     45.14885  4283.46060        77.40     77.60     65.80     17.87     -2.22     75.30     68.17     81.13     87.98     33.64 
   845       52.56     20.98599  3749.99253        88.20     53.47     60.80     18.67    -16.67     89.60     56.98     77.93     81.04     15.56 
   846       57.42     58.57550  4383.64117        85.80     76.93     64.80     15.20      5.56     80.60     58.81     82.98     81.63     21.91 
   847       65.56     35.39864  4916.97168        89.40     59.87     77.00     23.73     63.89     82.50     65.32     83.09     76.37     34.44 
   848       43.17     12.01952  4180.62227        78.40     41.20     31.00      4.27     -6.67     77.00     41.03     76.36     75.60     13.46 
   849       49.86     12.85231  4302.93913        73.80     38.13     62.80     14.13     19.44     81.60     40.08     71.93     80.23     16.42 
   850       54.11     20.93030  4684.59833        90.60     59.73     41.40     12.27     12.22     71.10     60.79     79.85     86.85     26.23 
   851       55.87     26.31191  4928.53189        82.60     52.93     77.20     10.40      0.56     79.30     57.94     82.25     89.12     26.36 
   852       57.80     20.83966  4557.03749        89.40     69.87     63.40     -0.27     21.11     77.90     71.19     75.85     90.20     19.38 
   853       59.01     56.92426  4419.70380       102.60     57.20     74.40     18.67    -12.78     75.60     63.73     79.05     96.33     35.31 
   854       58.16     29.10055  4645.14380        90.40     66.93     65.20      3.73     21.11     86.40     55.71     82.25     87.12     22.72 
   855       54.28     46.68119  4231.09760        78.40     63.33     87.00     11.20    -33.33     70.30     71.03     78.36     92.11     24.38 
   856       64.23     55.05698  4897.21148        87.00     52.13     89.20     47.47     35.56     74.60     51.27     81.09     88.66     35.31 
   857       57.54     37.88970  4729.40562        88.80     64.27     78.40     28.80    -24.44     85.40     66.11     84.87     86.21     16.98 
   858       51.95     64.57311  4471.81410        76.60     55.33     78.40     28.80    -31.67     68.90     62.14     75.49     77.55     27.96 
   859       53.31     91.46514  4420.95975        90.00     74.93     56.80     -1.07     13.89     55.70     54.60     70.15     91.56     26.54 
   860       56.12     75.29378  4336.58394        96.60     60.00     75.20      6.67      6.11     77.90     55.00     75.09     79.55     29.07 
   861       52.47     82.53505  4788.27239        76.60     71.60     50.80     13.87      6.67     58.40     51.75     73.96     88.89     32.16 
   862       54.49     92.23426  4753.29283        90.00     79.33     73.00      2.40      6.11     62.80     55.08     70.87     77.10     28.21 
   863       51.07     105.31831  4777.53914       109.80     56.00     68.60     10.93     -8.89     41.00     52.78     69.49     83.04     27.90 
   864       53.23     112.02955  4960.93480        79.00     64.40     55.00      8.00      3.89     56.70     72.38     70.00     86.30     36.67 
   865       50.49     112.53897  4414.02333        71.00     60.93     58.60     27.20    -15.00     56.50     56.90     71.35     87.03     30.37 
   866       52.18     76.99641  4663.38545        91.00     78.67     56.00    -13.60    -17.22     59.50     56.43     78.62     93.47     38.95 
   867       50.17     81.02553  4692.83574        88.20     72.27     62.40     -9.87    -18.89     58.90     44.68     74.73     89.89     39.38 
   868       63.24     73.56739  4722.67388        87.40     78.67     78.80     12.00     43.33     68.40     67.06     71.71     90.66     34.38 
   869       60.93     57.81472  4729.51342        98.20     81.60     70.00     16.27      7.22     74.90     57.70     78.40     89.93     35.06 
   870       57.17     62.05888  4499.83902        91.40     81.47     67.20      7.20    -10.00     72.90     68.10     75.42     84.99     33.02 
   871       53.55     72.14600  4960.05801        68.60     64.53     62.80     24.27     -3.33     69.80     62.38     70.87     90.84     24.75 
