constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP HenkyPenky , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  1.100000  -0.400000  -0.400000  ]  [  0.300000  0.000000  0.000000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
Total repeats: 1000

           Batch performances                            By-cases performance as: Sum rewards

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   416    3510.66    408.34     90.24     57.54          294.24    280.24    187.37    224.31    103.49    549.36    453.22    573.20    373.94    471.29 
   417    3510.78    408.22     90.24     57.56          294.22    280.28    187.37    224.32    103.50    549.43    453.26    573.10    374.03    471.27 
   418    3510.38    408.62     90.23     57.51          294.22    280.28    187.36    224.29    103.49    549.33    453.09    573.11    374.07    471.15 
   419    3510.26    408.74     90.23     57.50          294.21    280.27    187.41    224.21    103.50    549.30    453.16    573.01    374.06    471.12 
   420    3510.40    408.60     90.24     57.54          294.23    280.33    187.45    224.25    103.50    549.35    453.17    572.84    374.19    471.10 
   421    3510.59    408.41     90.24     57.57          294.18    280.33    187.44    224.31    103.52    549.47    453.21    572.82    374.14    471.14 
   422    3510.80    408.20     90.25     57.61          294.11    280.36    187.48    224.31    103.58    549.46    453.20    572.85    374.30    471.15 
   423    3510.61    408.39     90.24     57.56          294.16    280.35    187.46    224.27    103.51    549.54    453.22    572.75    374.23    471.12 
   424    3510.77    408.23     90.25     57.58          294.16    280.38    187.41    224.30    103.51    549.68    453.22    572.73    374.26    471.12 
   425    3510.48    408.52     90.24     57.56          294.17    280.38    187.39    224.35    103.49    549.68    453.11    572.63    374.22    471.06 
   426    3511.01    407.99     90.25     57.61          294.19    280.36    187.44    224.41    103.50    549.71    453.18    572.73    374.28    471.22 
   427    3510.89    408.11     90.25     57.63          294.12    280.34    187.43    224.49    103.53    549.63    453.08    572.82    374.22    471.21 
   428    3510.85    408.15     90.25     57.64          294.15    280.35    187.43    224.45    103.55    549.70    453.10    572.75    374.19    471.17 
   429    3511.03    407.97     90.26     57.64          294.17    280.38    187.43    224.52    103.50    549.72    453.23    572.69    374.15    471.24 
   430    3511.23    407.77     90.26     57.68          294.13    280.38    187.46    224.53    103.54    549.73    453.28    572.66    374.24    471.27 
   431    3511.24    407.76     90.27     57.71          294.11    280.42    187.48    224.63    103.55    549.65    453.37    572.59    374.20    471.23 
   432    3511.13    407.87     90.27     57.71          294.09    280.38    187.49    224.63    103.58    549.69    453.27    572.74    374.18    471.09 
   433    3510.96    408.04     90.26     57.70          294.09    280.31    187.45    224.61    103.62    549.71    453.24    572.64    374.12    471.17 
   434    3511.01    407.99     90.26     57.72          294.04    280.31    187.47    224.66    103.62    549.79    453.19    572.57    374.16    471.19 
   435    3510.94    408.06     90.26     57.71          294.06    280.25    187.48    224.64    103.63    549.85    453.16    572.56    374.24    471.07 
   436    3510.75    408.25     90.26     57.71          294.03    280.26    187.47    224.63    103.65    549.91    453.11    572.42    374.19    471.08 
   437    3510.87    408.13     90.26     57.73          294.02    280.22    187.51    224.66    103.66    549.92    453.25    572.47    374.15    471.01 
   438    3510.79    408.21     90.26     57.69          294.01    280.21    187.42    224.60    103.64    550.00    453.18    572.57    374.18    471.00 
   439    3510.82    408.18     90.26     57.69          294.03    280.20    187.36    224.59    103.64    550.07    453.15    572.58    374.21    471.00 
   440    3510.78    408.22     90.26     57.67          294.03    280.16    187.39    224.58    103.64    549.90    453.14    572.65    374.38    470.91 
   441    3510.82    408.18     90.26     57.67          294.02    280.15    187.37    224.59    103.65    549.92    453.08    572.71    374.45    470.88 
   442    3511.24    407.76     90.27     57.71          294.08    280.23    187.38    224.65    103.62    549.96    453.10    572.85    374.45    470.90 
   443    3510.98    408.02     90.26     57.67          294.06    280.19    187.39    224.61    103.58    550.01    453.04    572.79    374.45    470.86 
   444    3510.98    408.02     90.26     57.66          294.00    280.28    187.38    224.57    103.58    550.08    453.01    572.68    374.52    470.86 
   445    3510.72    408.28     90.25     57.62          293.95    280.20    187.46    224.51    103.60    549.81    453.02    572.83    374.47    470.88 
   446    3510.83    408.17     90.25     57.62          293.91    280.22    187.49    224.55    103.57    549.88    452.91    572.89    374.37    471.04 
   447    3510.79    408.21     90.25     57.62          293.90    280.23    187.52    224.47    103.59    549.94    452.92    572.81    374.42    470.99 
   448    3510.83    408.17     90.25     57.62          293.89    280.20    187.49    224.42    103.60    550.03    452.97    572.70    374.52    471.01 
   449    3511.01    407.99     90.25     57.63          293.91    280.21    187.51    224.41    103.58    550.12    453.06    572.77    374.52    470.92 
   450    3511.11    407.89     90.26     57.64          293.86    280.18    187.52    224.50    103.57    550.22    453.04    572.60    374.69    470.94 
   451    3511.03    407.97     90.26     57.64          293.87    280.18    187.52    224.50    103.58    550.07    453.06    572.53    374.74    470.98 
   452    3510.86    408.14     90.26     57.65          293.88    280.24    187.48    224.52    103.62    549.96    453.05    572.38    374.71    471.03 
   453    3511.17    407.83     90.27     57.69          293.91    280.26    187.46    224.53    103.64    550.06    453.11    572.37    374.68    471.15 
   454    3510.85    408.15     90.26     57.65          293.88    280.24    187.47    224.51    103.61    550.01    453.09    572.33    374.60    471.10 
   455    3510.95    408.05     90.26     57.66          293.90    280.28    187.43    224.53    103.62    549.97    453.06    572.31    374.64    471.21 
   456    3511.33    407.67     90.27     57.72          293.91    280.30    187.47    224.58    103.65    550.05    453.09    572.30    374.79    471.18 
   457    3511.49    407.51     90.28     57.74          293.87    280.34    187.46    224.62    103.66    550.13    453.09    572.30    374.80    471.22 
   458    3511.92    407.08     90.28     57.76          293.79    280.36    187.47    224.66    103.63    550.22    453.12    572.33    374.98    471.35 
   459    3511.97    407.03     90.29     57.77          293.82    280.35    187.52    224.67    103.63    550.27    453.11    572.38    374.92    471.31 
   460    3511.93    407.07     90.29     57.78          293.78    280.32    187.50    224.66    103.67    550.33    453.08    572.38    374.92    471.28 
   461    3511.94    407.06     90.29     57.79          293.80    280.31    187.45    224.78    103.65    550.37    453.09    572.39    374.81    471.29 
   462    3511.85    407.15     90.28     57.77          293.80    280.25    187.43    224.76    103.65    550.37    453.11    572.35    374.76    471.37 
   463    3511.83    407.17     90.28     57.76          293.83    280.18    187.44    224.71    103.62    550.41    453.10    572.40    374.71    471.43 
   464    3511.86    407.14     90.28     57.77          293.81    280.21    187.46    224.71    103.63    550.46    453.15    572.35    374.86    471.21 
   465    3512.19    406.81     90.29     57.78          293.78    280.28    187.43    224.71    103.63    550.42    453.21    572.42    374.89    471.42 
   466    3512.21    406.79     90.28     57.75          293.79    280.25    187.40    224.63    103.63    550.34    453.27    572.52    374.89    471.50 
   467    3512.11    406.89     90.28     57.74          293.77    280.29    187.41    224.61    103.62    550.38    453.26    572.52    374.85    471.40 
   468    3512.13    406.87     90.28     57.75          293.79    280.35    187.42    224.66    103.61    550.25    453.19    572.50    374.87    471.49 
   469    3511.88    407.12     90.27     57.72          293.80    280.29    187.34    224.63    103.62    550.33    453.22    572.44    374.79    471.44 
   470    3511.99    407.01     90.28     57.76          293.84    280.36    187.37    224.63    103.65    550.28    453.24    572.48    374.75    471.40 
   471    3512.07    406.93     90.28     57.75          293.82    280.35    187.36    224.62    103.63    550.28    453.31    572.44    374.86    471.40 
   472    3511.94    407.06     90.28     57.75          293.82    280.38    187.35    224.64    103.64    550.21    453.24    572.46    374.84    471.38 
   473    3512.01    406.99     90.28     57.74          293.83    280.39    187.34    224.59    103.63    550.28    453.16    572.53    374.84    471.42 
   474    3511.91    407.09     90.28     57.73          293.85    280.43    187.32    224.54    103.64    550.39    453.12    572.52    374.78    471.31 
   475    3511.87    407.13     90.28     57.73          293.83    280.45    187.32    224.57    103.63    550.40    453.08    572.45    374.80    471.35 
   476    3512.09    406.91     90.28     57.76          293.84    280.45    187.34    224.59    103.64    550.39    453.09    572.51    374.89    471.35 
   477    3511.93    407.07     90.28     57.74          293.87    280.44    187.34    224.58    103.64    550.30    453.16    572.54    374.83    471.24 
   478    3511.79    407.21     90.27     57.71          293.88    280.40    187.34    224.57    103.60    550.20    453.21    572.55    374.84    471.21 
   479    3512.02    406.98     90.28     57.75          293.87    280.47    187.32    224.62    103.63    550.24    453.24    572.62    374.73    471.28 
   480    3512.26    406.74     90.29     57.80          293.87    280.51    187.32    224.68    103.66    550.34    453.25    572.70    374.67    471.26 
   481    3512.13    406.87     90.28     57.77          293.90    280.51    187.30    224.64    103.63    550.36    453.28    572.66    374.62    471.23 
   482    3512.35    406.65     90.29     57.80          293.89    280.53    187.31    224.71    103.63    550.38    453.28    572.76    374.63    471.22 
   483    3512.41    406.59     90.29     57.78          293.90    280.52    187.32    224.75    103.57    550.28    453.33    572.86    374.59    471.28 
   484    3512.47    406.53     90.29     57.78          293.86    280.59    187.29    224.74    103.58    550.38    453.31    572.86    374.68    471.19 
   485    3512.05    406.95     90.28     57.77          293.84    280.58    187.31    224.70    103.63    550.25    453.21    572.86    374.68    471.00 
   486    3511.68    407.32     90.27     57.72          293.69    280.61    187.29    224.70    103.62    550.23    453.20    572.79    374.67    470.89 
   487    3511.77    407.23     90.28     57.74          293.68    280.58    187.35    224.73    103.63    550.26    453.15    572.80    374.69    470.90 
   488    3511.63    407.37     90.27     57.69          293.69    280.59    187.32    224.68    103.57    550.17    453.13    572.78    374.70    470.99 
   489    3511.64    407.36     90.27     57.67          293.70    280.57    187.33    224.67    103.57    550.06    453.11    572.91    374.76    470.98 
   490    3511.74    407.26     90.27     57.71          293.73    280.59    187.34    224.70    103.60    550.10    453.10    572.88    374.76    470.94 
   491    3511.76    407.24     90.28     57.73          293.78    280.62    187.38    224.69    103.60    550.10    453.05    572.89    374.76    470.87 
   492    3511.77    407.23     90.28     57.72          293.80    280.60    187.33    224.73    103.60    550.00    453.15    572.94    374.83    470.80 
   493    3511.92    407.08     90.28     57.75          293.75    280.67    187.33    224.75    103.63    550.02    453.09    573.06    374.76    470.84 
   494    3511.85    407.15     90.28     57.73          293.73    280.69    187.39    224.68    103.63    549.96    453.20    573.13    374.63    470.81 
   495    3511.57    407.43     90.28     57.72          293.73    280.67    187.43    224.64    103.63    549.98    453.18    572.87    374.61    470.82 
   496    3511.43    407.57     90.27     57.71          293.74    280.60    187.41    224.60    103.65    549.96    453.17    572.80    374.61    470.90 
   497    3511.31    407.69     90.27     57.69          293.74    280.63    187.40    224.62    103.61    549.99    453.11    572.79    374.59    470.83 
   498    3511.33    407.67     90.26     57.67          293.76    280.61    187.38    224.61    103.58    550.00    453.10    572.87    374.56    470.86 
   499    3511.12    407.88     90.26     57.64          293.58    280.61    187.31    224.61    103.62    550.03    453.09    572.83    374.59    470.87 
   500    3511.04    407.96     90.26     57.62          293.63    280.58    187.34    224.58    103.58    549.88    453.11    572.78    374.56    471.00 
   501    3511.12    407.88     90.26     57.62          293.66    280.53    187.35    224.56    103.59    549.93    453.08    572.90    374.48    471.06 
   502    3511.25    407.75     90.26     57.64          293.65    280.53    187.33    224.61    103.59    549.89    453.09    572.98    374.46    471.11 
   503    3511.06    407.94     90.25     57.60          293.46    280.55    187.33    224.59    103.60    549.90    453.08    573.00    374.45    471.11 
   504    3510.95    408.05     90.25     57.58          293.43    280.57    187.32    224.55    103.61    549.83    453.09    572.98    374.44    471.13 
   505    3510.94    408.06     90.25     57.60          293.41    280.58    187.35    224.58    103.62    549.81    453.12    572.95    374.42    471.11 
   506    3511.03    407.97     90.26     57.64          293.43    280.56    187.38    224.61    103.67    549.86    453.12    572.87    374.43    471.10 
   507    3511.14    407.86     90.26     57.64          293.41    280.54    187.44    224.66    103.60    549.85    453.21    572.87    374.37    471.17 
   508    3511.22    407.78     90.26     57.63          293.44    280.53    187.46    224.61    103.60    549.91    453.16    572.89    374.34    471.29 
   509    3511.07    407.93     90.26     57.62          293.46    280.53    187.42    224.55    103.62    549.94    453.11    572.93    374.36    471.16 
   510    3510.97    408.03     90.25     57.62          293.46    280.53    187.38    224.56    103.65    549.91    453.06    572.88    374.32    471.23 
   511    3510.95    408.05     90.25     57.61          293.49    280.55    187.37    224.59    103.62    549.82    453.00    572.87    374.42    471.23 
   512    3511.04    407.96     90.25     57.61          293.48    280.55    187.38    224.55    103.62    549.86    452.98    572.96    374.42    471.24 
   513    3511.06    407.94     90.25     57.59          293.44    280.55    187.30    224.61    103.60    549.78    453.01    572.95    374.53    471.29 
   514    3510.79    408.21     90.25     57.56          293.44    280.56    187.19    224.57    103.62    549.66    452.98    572.98    374.51    471.28 
   515    3510.76    408.24     90.25     57.56          293.42    280.61    187.21    224.54    103.65    549.50    453.00    572.97    374.44    471.42 
   516    3510.77    408.23     90.25     57.56          293.40    280.64    187.23    224.52    103.66    549.35    453.08    572.99    374.52    471.37 
   517    3510.64    408.36     90.25     57.55          293.39    280.67    187.26    224.51    103.64    549.40    453.06    572.85    374.51    471.35 
   518    3510.73    408.27     90.25     57.56          293.39    280.67    187.25    224.54    103.64    549.43    453.10    572.81    374.63    471.28 
   519    3510.82    408.18     90.25     57.58          293.39    280.61    187.24    224.55    103.68    549.46    453.16    572.75    374.67    471.32 
   520    3510.83    408.17     90.25     57.57          293.39    280.57    187.28    224.56    103.63    549.54    453.15    572.73    374.66    471.30 
   521    3510.97    408.03     90.25     57.59          293.42    280.61    187.25    224.57    103.65    549.42    453.11    572.82    374.72    471.40 
   522    3511.07    407.93     90.26     57.60          293.39    280.66    187.28    224.56    103.66    549.53    453.11    572.79    374.69    471.40 
   523    3510.88    408.12     90.25     57.58          293.37    280.66    187.28    224.53    103.65    549.56    453.13    572.69    374.66    471.35 
   524    3511.02    407.98     90.26     57.60          293.42    280.68    187.35    224.52    103.63    549.59    453.10    572.69    374.69    471.34 
   525    3510.91    408.09     90.26     57.61          293.40    280.67    187.37    224.52    103.67    549.48    453.12    572.76    374.66    471.26 
   526    3510.86    408.14     90.26     57.59          293.43    280.67    187.36    224.51    103.65    549.38    453.10    572.68    374.79    471.30 
   527    3510.97    408.03     90.26     57.59          293.43    280.68    187.32    224.52    103.66    549.40    453.14    572.76    374.83    471.23 
   528    3511.13    407.87     90.26     57.59          293.41    280.68    187.31    224.50    103.66    549.40    453.13    572.83    374.91    471.29 
   529    3510.99    408.01     90.26     57.58          293.39    280.70    187.30    224.47    103.67    549.29    453.08    572.78    374.89    471.42 
   530    3510.94    408.06     90.26     57.58          293.36    280.69    187.28    224.49    103.69    549.21    453.05    572.77    374.94    471.48 
   531    3510.93    408.07     90.26     57.56          293.34    280.68    187.26    224.52    103.65    549.23    452.98    572.80    374.94    471.53 
   532    3510.66    408.34     90.25     57.52          293.34    280.68    187.24    224.52    103.62    549.15    452.94    572.77    374.88    471.50 
   533    3510.77    408.23     90.25     57.53          293.33    280.69    187.19    224.52    103.63    549.20    453.03    572.72    374.98    471.47 
   534    3510.59    408.41     90.24     57.49          293.35    280.65    187.11    224.47    103.62    549.30    452.99    572.73    374.89    471.47 
   535    3510.62    408.38     90.24     57.51          293.37    280.67    187.12    224.51    103.63    549.22    452.99    572.81    374.89    471.42 
   536    3510.44    408.56     90.24     57.50          293.40    280.65    187.08    224.52    103.64    549.12    452.93    572.88    374.86    471.34 
   537    3510.51    408.49     90.24     57.53          293.42    280.61    187.07    224.61    103.66    549.20    452.86    572.96    374.88    471.24 
   538    3510.41    408.59     90.24     57.52          293.38    280.60    187.06    224.64    103.67    549.10    452.82    573.04    374.90    471.21 
   539    3510.30    408.70     90.24     57.51          293.37    280.57    186.98    224.66    103.69    549.16    452.81    573.05    374.83    471.18 
   540    3509.97    409.03     90.24     57.52          293.35    280.56    187.02    224.66    103.74    549.01    452.70    572.93    374.83    471.16 
   541    3509.77    409.23     90.23     57.47          293.31    280.55    187.01    224.62    103.71    548.97    452.72    572.94    374.76    471.17 
   542    3509.97    409.03     90.23     57.48          293.34    280.55    187.01    224.63    103.70    549.02    452.71    573.04    374.83    471.14 
   543    3510.17    408.83     90.24     57.50          293.37    280.55    187.02    224.62    103.72    549.03    452.71    573.13    374.89    471.14 
   544    3509.98    409.02     90.23     57.49          293.40    280.53    186.97    224.56    103.75    548.89    452.74    573.03    375.00    471.11 
   545    3509.76    409.24     90.23     57.47          293.39    280.56    186.95    224.56    103.76    548.79    452.70    572.99    374.97    471.09 
   546    3509.66    409.34     90.23     57.46          293.40    280.51    186.97    224.55    103.75    548.79    452.66    572.97    374.99    471.06 
   547    3509.63    409.37     90.23     57.44          293.41    280.55    186.92    224.57    103.73    548.71    452.68    573.09    374.96    471.02 
   548    3509.53    409.47     90.22     57.44          293.43    280.59    186.88    224.53    103.74    548.73    452.67    573.07    374.94    470.95 
   549    3509.54    409.46     90.22     57.42          293.45    280.62    186.84    224.50    103.72    548.75    452.61    573.17    374.94    470.95 
   550    3509.59    409.41     90.22     57.42          293.30    280.63    186.89    224.49    103.75    548.82    452.65    573.18    374.90    470.99 
   551    3509.68    409.32     90.22     57.43          293.31    280.68    186.89    224.49    103.74    548.91    452.65    573.27    374.88    470.85 
   552    3509.74    409.26     90.23     57.45          293.31    280.72    186.95    224.45    103.74    549.05    452.57    573.26    374.86    470.83 
   553    3509.57    409.43     90.22     57.44          293.32    280.70    186.92    224.47    103.74    549.02    452.59    573.17    374.83    470.80 
   554    3509.83    409.17     90.23     57.46          293.31    280.70    186.93    224.51    103.73    549.06    452.63    573.25    374.80    470.90 
   555    3509.62    409.38     90.22     57.41          293.32    280.71    186.86    224.50    103.70    548.95    452.58    573.30    374.78    470.92 
   556    3509.30    409.70     90.21     57.37          293.33    280.69    186.88    224.45    103.68    548.83    452.56    573.10    374.80    470.97 
   557    3509.46    409.54     90.21     57.39          293.36    280.72    186.83    224.47    103.68    548.90    452.54    573.16    374.76    471.04 
   558    3509.37    409.63     90.21     57.36          293.36    280.69    186.84    224.40    103.67    548.90    452.51    573.26    374.71    471.02 
   559    3509.44    409.56     90.21     57.37          293.36    280.69    186.81    224.43    103.67    548.96    452.51    573.30    374.72    470.99 
   560    3509.53    409.47     90.21     57.39          293.35    280.68    186.72    224.46    103.70    549.09    452.52    573.35    374.66    470.99 
   561    3509.54    409.46     90.21     57.39          293.35    280.69    186.76    224.50    103.69    549.07    452.45    573.34    374.70    470.98 
   562    3509.60    409.40     90.22     57.42          293.36    280.71    186.80    224.54    103.69    549.14    452.42    573.35    374.65    470.92 
   563    3509.87    409.13     90.22     57.45          293.39    280.76    186.80    224.56    103.71    549.08    452.46    573.42    374.72    470.97 
   564    3510.09    408.91     90.23     57.46          293.34    280.79    186.79    224.59    103.71    549.12    452.41    573.49    374.78    471.08 
   565    3510.06    408.94     90.22     57.43          293.31    280.75    186.76    224.59    103.67    549.15    452.44    573.48    374.79    471.12 
   566    3509.81    409.19     90.22     57.41          293.31    280.74    186.74    224.57    103.68    549.18    452.40    573.39    374.75    471.06 
   567    3509.55    409.45     90.21     57.39          293.28    280.65    186.74    224.61    103.66    549.22    452.34    573.34    374.77    470.93 
   568    3509.75    409.25     90.21     57.40          293.30    280.71    186.73    224.61    103.63    549.28    452.44    573.38    374.67    471.00 
   569    3509.94    409.06     90.22     57.42          293.33    280.67    186.72    224.64    103.63    549.33    452.49    573.42    374.69    471.02 
   570    3509.93    409.07     90.22     57.41          293.31    280.67    186.73    224.62    103.63    549.26    452.49    573.46    374.63    471.13 
   571    3509.83    409.17     90.21     57.39          293.31    280.66    186.76    224.62    103.62    549.13    452.48    573.46    374.64    471.15 
   572    3509.74    409.26     90.21     57.39          293.33    280.67    186.74    224.59    103.62    549.12    452.51    573.40    374.56    471.19 
   573    3509.90    409.10     90.22     57.40          293.32    280.71    186.76    224.56    103.62    549.15    452.55    573.37    374.65    471.21 
   574    3509.86    409.14     90.21     57.38          293.29    280.74    186.76    224.55    103.60    549.19    452.57    573.36    374.62    471.17 
   575    3509.88    409.12     90.21     57.39          293.33    280.75    186.77    224.59    103.58    549.18    452.53    573.39    374.61    471.15 
   576    3510.04    408.96     90.22     57.39          293.34    280.76    186.76    224.60    103.57    549.24    452.51    573.45    374.68    471.13 
   577    3510.20    408.80     90.22     57.39          293.32    280.80    186.76    224.60    103.53    549.31    452.49    573.49    374.75    471.15 
   578    3510.22    408.78     90.22     57.40          293.33    280.76    186.75    224.62    103.56    549.29    452.49    573.54    374.72    471.15 
   579    3510.27    408.73     90.22     57.40          293.33    280.75    186.78    224.61    103.56    549.20    452.51    573.59    374.79    471.15 
   580    3510.28    408.72     90.22     57.41          293.29    280.72    186.79    224.64    103.57    549.25    452.50    573.55    374.78    471.18 
   581    3510.21    408.79     90.22     57.40          293.29    280.66    186.81    224.62    103.58    549.18    452.52    573.52    374.83    471.19 
   582    3510.35    408.65     90.22     57.40          293.28    280.69    186.85    224.59    103.57    549.20    452.54    573.58    374.83    471.23 
   583    3510.18    408.82     90.22     57.37          293.31    280.69    186.84    224.57    103.53    549.07    452.53    573.53    374.86    471.24 
   584    3510.29    408.71     90.22     57.38          293.31    280.76    186.86    224.55    103.54    549.04    452.55    573.53    374.90    471.24 
   585    3510.47    408.53     90.23     57.40          293.35    280.77    186.86    224.58    103.54    549.00    452.58    573.58    374.91    471.30 
   586    3510.37    408.63     90.23     57.41          293.37    280.79    186.85    224.60    103.55    548.92    452.59    573.57    374.85    471.27 
   587    3510.29    408.71     90.22     57.39          293.35    280.78    186.87    224.56    103.55    548.97    452.55    573.53    374.95    471.18 
   588    3510.36    408.64     90.23     57.41          293.37    280.80    186.87    224.58    103.57    548.94    452.54    573.61    374.91    471.17 
   589    3510.08    408.92     90.22     57.40          293.39    280.81    186.85    224.55    103.58    548.84    452.52    573.50    374.84    471.19 
   590    3509.99    409.01     90.22     57.39          293.39    280.83    186.85    224.57    103.57    548.82    452.54    573.40    374.87    471.15 
   591    3509.91    409.09     90.21     57.36          293.37    280.83    186.80    224.55    103.53    548.82    452.61    573.41    374.84    471.15 
   592    3510.16    408.84     90.22     57.39          293.38    280.86    186.84    224.53    103.55    548.93    452.60    573.45    374.83    471.19 
   593    3510.10    408.90     90.22     57.37          293.36    280.88    186.82    224.49    103.54    548.97    452.56    573.40    374.87    471.21 
   594    3510.02    408.98     90.22     57.36          293.33    280.88    186.77    224.51    103.55    548.89    452.60    573.43    374.84    471.22 
   595    3510.26    408.74     90.22     57.39          293.32    280.91    186.79    224.58    103.53    548.92    452.69    573.50    374.82    471.20 
   596    3510.23    408.77     90.22     57.40          293.34    280.91    186.71    224.63    103.56    548.95    452.64    573.53    374.79    471.17 
   597    3510.27    408.73     90.22     57.42          293.37    280.95    186.73    224.64    103.56    548.95    452.68    573.50    374.78    471.12 
   598    3510.26    408.74     90.22     57.40          293.38    280.98    186.72    224.56    103.57    548.96    452.61    573.57    374.75    471.17 
   599    3510.12    408.88     90.22     57.39          293.39    280.98    186.68    224.53    103.58    548.88    452.61    573.58    374.70    471.20 
   600    3510.13    408.87     90.22     57.40          293.43    280.95    186.65    224.50    103.63    548.87    452.65    573.62    374.67    471.16 
   601    3510.14    408.86     90.22     57.41          293.42    280.92    186.66    224.52    103.64    548.82    452.68    573.62    374.72    471.13 
   602    3510.22    408.78     90.22     57.43          293.44    280.95    186.69    224.54    103.65    548.82    452.70    573.71    374.66    471.06 
   603    3510.32    408.68     90.23     57.43          293.43    280.95    186.69    224.55    103.64    548.83    452.65    573.83    374.69    471.07 
   604    3510.58    408.42     90.23     57.46          293.46    280.97    186.74    224.54    103.65    548.84    452.68    573.98    374.62    471.10 
   605    3510.47    408.53     90.23     57.44          293.47    280.94    186.69    224.57    103.63    548.89    452.65    573.95    374.60    471.08 
   606    3510.37    408.63     90.23     57.42          293.48    280.91    186.70    224.60    103.60    548.77    452.60    574.02    374.66    471.04 
   607    3510.32    408.68     90.23     57.43          293.48    280.90    186.67    224.60    103.62    548.72    452.64    573.99    374.64    471.04 
   608    3510.43    408.57     90.23     57.43          293.51    280.91    186.65    224.58    103.62    548.77    452.69    573.97    374.70    471.03 
   609    3510.65    408.35     90.23     57.44          293.51    280.90    186.66    224.59    103.60    548.89    452.69    573.98    374.69    471.13 
   610    3510.67    408.33     90.23     57.43          293.51    280.95    186.61    224.57    103.60    548.81    452.67    573.99    374.72    471.24 
   611    3510.70    408.30     90.23     57.42          293.53    280.96    186.56    224.56    103.58    548.89    452.67    573.93    374.74    471.26 
   612    3510.79    408.21     90.23     57.45          293.54    281.00    186.56    224.56    103.62    548.86    452.65    573.91    374.77    471.31 
   613    3511.18    407.82     90.24     57.47          293.55    281.03    186.55    224.61    103.61    548.87    452.65    574.03    374.87    471.41 
   614    3511.10    407.90     90.24     57.47          293.57    281.02    186.56    224.61    103.60    548.88    452.65    573.98    374.84    471.37 
   615    3511.05    407.95     90.24     57.45          293.61    281.08    186.51    224.61    103.57    548.80    452.65    573.99    374.84    471.40 
   616    3511.08    407.92     90.24     57.47          293.57    281.05    186.55    224.62    103.59    548.84    452.59    574.04    374.82    471.41 
   617    3511.04    407.96     90.24     57.49          293.59    281.00    186.54    224.66    103.62    548.90    452.56    573.96    374.80    471.41 
   618    3511.12    407.88     90.24     57.49          293.61    281.06    186.55    224.66    103.60    548.95    452.54    573.95    374.83    471.38 
   619    3511.04    407.96     90.24     57.46          293.59    281.07    186.55    224.63    103.56    548.92    452.48    573.91    374.91    471.42 
   620    3511.25    407.75     90.24     57.47          293.60    281.04    186.60    224.65    103.55    548.95    452.50    574.00    374.95    471.40 
   621    3511.33    407.67     90.24     57.49          293.61    281.04    186.59    224.65    103.57    549.03    452.46    573.98    374.94    471.46 
   622    3511.58    407.42     90.25     57.51          293.60    281.05    186.59    224.69    103.57    549.09    452.46    574.10    374.96    471.47 
   623    3511.59    407.41     90.25     57.52          293.61    281.04    186.61    224.71    103.57    549.08    452.43    574.15    374.94    471.45 
   624    3511.79    407.21     90.25     57.53          293.61    281.03    186.60    224.72    103.57    549.12    452.48    574.20    374.98    471.47 
   625    3511.81    407.19     90.26     57.55          293.64    281.06    186.60    224.74    103.59    549.12    452.47    574.17    374.99    471.45 
   626    3511.72    407.28     90.25     57.54          293.62    281.10    186.58    224.74    103.58    549.08    452.45    574.11    374.98    471.48 
   627    3511.82    407.18     90.26     57.55          293.61    281.12    186.54    224.68    103.63    549.10    452.50    574.13    375.01    471.50 
   628    3511.71    407.29     90.25     57.54          293.61    281.07    186.55    224.67    103.64    548.98    452.48    574.14    375.01    471.53 
   629    3511.52    407.48     90.25     57.52          293.59    281.03    186.55    224.68    103.63    548.90    452.48    574.19    374.98    471.48 
   630    3511.41    407.59     90.25     57.53          293.60    281.04    186.52    224.70    103.64    548.90    452.53    574.11    374.88    471.48 
   631    3511.38    407.62     90.25     57.52          293.61    281.03    186.52    224.72    103.64    548.82    452.48    574.12    374.91    471.52 
   632    3511.39    407.61     90.25     57.52          293.59    280.98    186.53    224.72    103.63    548.85    452.55    574.05    374.89    471.58 
   633    3511.43    407.57     90.25     57.52          293.55    280.99    186.49    224.73    103.64    548.86    452.54    574.14    374.92    471.58 
   634    3511.34    407.66     90.24     57.51          293.56    280.96    186.48    224.74    103.64    548.90    452.50    574.09    374.92    471.56 
   635    3511.41    407.59     90.24     57.51          293.59    280.97    186.47    224.80    103.60    548.96    452.46    574.13    374.87    471.56 
   636    3511.43    407.57     90.24     57.51          293.58    280.97    186.48    224.77    103.60    548.98    452.49    574.15    374.84    471.58 
   637    3511.34    407.66     90.24     57.50          293.57    280.99    186.47    224.73    103.61    548.98    452.45    574.08    374.79    471.67 
