constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP HenkyPenky , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  1.000000  -0.100000  -0.400000  ]  [  0.800000  -0.100000  -0.300000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
Total repeats: 1000

           Batch performances                            By-cases performance as: Sum rewards

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   412    3554.70    364.30     90.64     58.75          292.42    276.88    183.90    220.94    103.16    569.51    468.22    601.86    373.53    464.28 
   413    3554.64    364.36     90.64     58.76          292.46    276.83    183.89    220.97    103.17    569.56    468.31    601.83    373.46    464.16 
   414    3554.58    364.42     90.64     58.77          292.42    276.82    183.90    220.97    103.21    569.58    468.29    601.84    373.45    464.11 
   415    3554.50    364.50     90.64     58.78          292.42    276.79    183.91    221.03    103.20    569.58    468.29    601.74    373.43    464.12 
   416    3554.44    364.56     90.64     58.78          292.41    276.78    183.95    221.09    103.19    569.52    468.22    601.81    373.34    464.13 
   417    3554.45    364.55     90.64     58.77          292.38    276.79    183.95    221.11    103.18    569.52    468.17    601.84    373.29    464.23 
   418    3554.56    364.44     90.64     58.80          292.37    276.85    183.93    221.08    103.22    569.52    468.28    601.86    373.24    464.22 
   419    3554.43    364.57     90.64     58.79          292.32    276.91    183.97    221.07    103.20    569.55    468.27    601.80    373.16    464.19 
   420    3554.78    364.22     90.65     58.81          292.32    276.90    184.03    221.11    103.18    569.60    468.35    601.87    373.16    464.26 
   421    3554.83    364.17     90.65     58.84          292.30    276.81    184.10    221.11    103.22    569.58    468.37    601.87    373.15    464.30 
   422    3554.94    364.06     90.66     58.88          292.32    276.81    184.11    221.22    103.25    569.56    468.30    601.92    373.14    464.31 
   423    3554.73    364.27     90.65     58.85          292.29    276.81    184.12    221.20    103.24    569.39    468.23    601.97    373.22    464.25 
   424    3554.65    364.35     90.65     58.84          292.31    276.84    184.10    221.20    103.22    569.43    468.30    601.99    373.15    464.12 
   425    3554.44    364.56     90.64     58.78          292.28    276.81    184.04    221.18    103.17    569.45    468.22    602.02    373.14    464.13 
   426    3554.57    364.43     90.64     58.79          292.22    276.81    184.04    221.22    103.17    569.44    468.23    602.18    373.10    464.15 
   427    3554.44    364.56     90.63     58.75          292.21    276.77    183.98    221.20    103.16    569.41    468.19    602.15    373.07    464.29 
   428    3554.53    364.47     90.64     58.76          292.23    276.73    184.02    221.18    103.16    569.41    468.29    602.18    373.06    464.25 
   429    3554.58    364.42     90.63     58.76          292.22    276.71    183.99    221.23    103.12    569.50    468.29    602.16    372.99    464.37 
   430    3554.57    364.43     90.63     58.76          292.22    276.74    183.99    221.20    103.14    569.52    468.32    602.15    372.94    464.35 
   431    3554.68    364.32     90.64     58.79          292.22    276.71    184.06    221.25    103.14    569.54    468.38    602.18    372.87    464.33 
   432    3554.72    364.28     90.64     58.80          292.22    276.72    184.06    221.31    103.13    569.51    468.37    602.12    372.88    464.40 
   433    3554.79    364.21     90.65     58.83          292.22    276.75    184.12    221.34    103.15    569.43    468.35    602.11    372.88    464.42 
   434    3554.87    364.13     90.65     58.86          292.25    276.76    184.14    221.29    103.21    569.43    468.29    602.05    373.05    464.40 
   435    3554.90    364.10     90.65     58.87          292.27    276.74    184.16    221.27    103.23    569.43    468.29    602.06    373.06    464.40 
   436    3554.79    364.21     90.65     58.85          292.28    276.69    184.17    221.23    103.22    569.39    468.30    602.05    373.06    464.39 
   437    3554.79    364.21     90.65     58.86          292.30    276.70    184.17    221.30    103.21    569.43    468.19    602.00    373.06    464.44 
   438    3554.84    364.16     90.65     58.85          292.32    276.61    184.21    221.27    103.18    569.47    468.21    602.03    373.08    464.45 
   439    3554.91    364.09     90.65     58.84          292.31    276.65    184.19    221.29    103.15    569.45    468.29    601.97    373.05    464.54 
   440    3554.95    364.05     90.66     58.88          292.35    276.68    184.19    221.36    103.18    569.41    468.33    601.95    372.98    464.51 
   441    3554.95    364.05     90.66     58.91          292.34    276.71    184.22    221.34    103.23    569.42    468.28    601.95    372.91    464.54 
   442    3555.05    363.95     90.66     58.94          292.35    276.70    184.24    221.37    103.25    569.45    468.30    601.92    372.86    464.59 
   443    3555.24    363.76     90.67     58.96          292.33    276.74    184.23    221.37    103.28    569.47    468.30    601.90    373.00    464.62 
   444    3555.09    363.91     90.67     58.93          292.32    276.70    184.25    221.32    103.26    569.46    468.26    601.84    373.09    464.59 
   445    3554.85    364.15     90.66     58.92          292.30    276.67    184.20    221.31    103.29    569.47    468.27    601.79    373.03    464.53 
   446    3554.68    364.32     90.66     58.94          292.32    276.67    184.16    221.35    103.33    569.46    468.38    601.65    372.99    464.37 
   447    3554.62    364.38     90.66     58.94          292.32    276.70    184.13    221.40    103.32    569.41    468.43    601.58    372.99    464.34 
   448    3554.66    364.34     90.66     58.96          292.36    276.76    184.12    221.37    103.34    569.46    468.44    601.54    372.96    464.30 
   449    3554.80    364.20     90.67     58.98          292.43    276.75    184.18    221.40    103.34    569.38    468.45    601.54    373.04    464.31 
   450    3554.57    364.43     90.66     58.97          292.42    276.76    184.18    221.39    103.34    569.42    468.39    601.47    373.00    464.21 
   451    3554.69    364.31     90.66     58.96          292.42    276.78    184.13    221.42    103.31    569.39    468.39    601.50    373.11    464.23 
   452    3554.92    364.08     90.67     58.99          292.46    276.81    184.16    221.43    103.31    569.37    468.47    601.49    373.18    464.22 
   453    3554.86    364.14     90.67     58.97          292.47    276.79    184.14    221.42    103.30    569.39    468.46    601.46    373.30    464.13 
   454    3554.88    364.12     90.67     58.96          292.47    276.78    184.15    221.40    103.28    569.37    468.53    601.54    373.31    464.06 
   455    3554.97    364.03     90.67     58.95          292.43    276.69    184.13    221.42    103.27    569.39    468.53    601.61    373.34    464.15 
   456    3554.98    364.02     90.67     58.97          292.44    276.75    184.18    221.43    103.29    569.34    468.49    601.63    373.27    464.16 
   457    3555.03    363.97     90.67     58.97          292.38    276.75    184.20    221.44    103.29    569.33    468.60    601.53    373.30    464.21 
   458    3554.93    364.07     90.67     58.98          292.41    276.70    184.21    221.39    103.32    569.33    468.63    601.52    373.25    464.18 
   459    3554.79    364.21     90.67     58.96          292.42    276.72    184.20    221.44    103.28    569.30    468.58    601.49    373.21    464.15 
   460    3554.74    364.26     90.67     58.96          292.41    276.72    184.20    221.48    103.28    569.32    468.55    601.45    373.16    464.17 
   461    3554.96    364.04     90.67     58.97          292.42    276.74    184.20    221.51    103.26    569.29    468.63    601.49    373.26    464.16 
   462    3555.12    363.88     90.67     58.98          292.45    276.71    184.22    221.45    103.25    569.33    468.63    601.44    373.39    464.24 
   463    3555.15    363.85     90.67     58.97          292.49    276.71    184.21    221.51    103.22    569.27    468.65    601.54    373.31    464.24 
   464    3555.53    363.47     90.68     59.01          292.50    276.78    184.20    221.55    103.23    569.30    468.66    601.52    373.41    464.38 
   465    3555.42    363.58     90.68     59.00          292.51    276.79    184.20    221.49    103.23    569.31    468.62    601.58    373.45    464.23 
   466    3555.65    363.35     90.68     59.01          292.53    276.79    184.17    221.50    103.23    569.36    468.65    601.63    373.55    464.24 
   467    3555.85    363.15     90.69     59.02          292.54    276.78    184.22    221.49    103.23    569.31    468.68    601.71    373.66    464.22 
   468    3555.88    363.12     90.69     59.02          292.57    276.78    184.18    221.44    103.24    569.39    468.70    601.66    373.77    464.17 
   469    3555.77    363.23     90.68     59.00          292.52    276.76    184.18    221.41    103.24    569.39    468.71    601.73    373.71    464.11 
   470    3555.77    363.23     90.68     58.99          292.51    276.76    184.15    221.39    103.25    569.44    468.75    601.79    373.67    464.06 
   471    3556.01    362.99     90.69     59.03          292.53    276.71    184.14    221.46    103.26    569.46    468.81    601.83    373.71    464.10 
   472    3555.98    363.02     90.69     59.03          292.54    276.68    184.19    221.51    103.23    569.39    468.80    601.81    373.70    464.13 
   473    3556.21    362.79     90.70     59.06          292.57    276.74    184.27    221.53    103.24    569.35    468.75    601.85    373.82    464.08 
   474    3556.22    362.78     90.69     59.03          292.58    276.71    184.22    221.57    103.18    569.28    468.84    601.91    373.79    464.14 
   475    3556.19    362.81     90.69     59.02          292.58    276.74    184.20    221.53    103.16    569.30    468.93    601.83    373.75    464.18 
   476    3556.17    362.83     90.69     59.01          292.60    276.74    184.20    221.54    103.15    569.34    468.90    601.75    373.85    464.11 
   477    3555.95    363.05     90.69     58.99          292.58    276.68    184.17    221.51    103.16    569.36    468.86    601.72    373.81    464.10 
   478    3555.87    363.13     90.68     59.00          292.58    276.64    184.15    221.53    103.19    569.31    468.85    601.70    373.81    464.11 
   479    3555.74    363.26     90.68     59.00          292.57    276.64    184.16    221.60    103.17    569.28    468.83    601.66    373.77    464.05 
   480    3555.82    363.18     90.69     59.04          292.57    276.61    184.17    221.71    103.19    569.38    468.76    601.65    373.77    464.00 
   481    3555.84    363.16     90.69     59.04          292.60    276.55    184.17    221.73    103.19    569.43    468.80    601.56    373.81    464.01 
   482    3555.74    363.26     90.69     59.06          292.60    276.56    184.17    221.72    103.23    569.42    468.79    601.50    373.80    463.94 
   483    3555.75    363.25     90.69     59.08          292.60    276.58    184.17    221.75    103.26    569.42    468.82    601.56    373.73    463.86 
   484    3555.88    363.12     90.70     59.11          292.60    276.57    184.21    221.83    103.26    569.40    468.80    601.53    373.81    463.86 
   485    3555.92    363.08     90.70     59.13          292.63    276.64    184.21    221.83    103.26    569.44    468.82    601.48    373.76    463.84 
   486    3555.70    363.30     90.70     59.12          292.64    276.57    184.19    221.82    103.28    569.51    468.78    601.33    373.75    463.82 
   487    3555.60    363.40     90.69     59.11          292.68    276.63    184.19    221.76    103.28    569.54    468.80    601.23    373.70    463.80 
   488    3555.53    363.47     90.69     59.12          292.73    276.67    184.20    221.81    103.25    569.57    468.75    601.18    373.67    463.70 
   489    3555.66    363.34     90.69     59.11          292.69    276.67    184.18    221.80    103.25    569.56    468.73    601.26    373.73    463.80 
   490    3555.64    363.36     90.69     59.10          292.69    276.70    184.17    221.85    103.21    569.53    468.71    601.21    373.70    463.88 
   491    3555.40    363.60     90.69     59.09          292.65    276.64    184.18    221.83    103.22    569.57    468.71    601.09    373.70    463.81 
   492    3555.56    363.44     90.69     59.07          292.64    276.68    184.20    221.82    103.18    569.58    468.71    601.23    373.80    463.73 
   493    3555.71    363.29     90.69     59.06          292.58    276.73    184.21    221.82    103.14    569.59    468.69    601.27    373.92    463.75 
   494    3555.70    363.30     90.69     59.08          292.60    276.71    184.21    221.91    103.15    569.55    468.67    601.19    373.95    463.77 
   495    3555.54    363.46     90.68     59.04          292.61    276.70    184.13    221.87    103.12    569.55    468.69    601.22    373.90    463.76 
   496    3555.64    363.36     90.68     59.02          292.62    276.73    184.11    221.86    103.08    569.53    468.73    601.21    374.00    463.77 
   497    3555.49    363.51     90.68     59.01          292.67    276.70    184.07    221.82    103.09    569.53    468.75    601.13    374.03    463.70 
   498    3555.55    363.45     90.68     59.02          292.68    276.68    184.02    221.81    103.12    569.55    468.73    601.11    374.08    463.77 
   499    3555.28    363.72     90.67     58.98          292.67    276.67    184.00    221.75    103.10    569.52    468.76    601.06    374.00    463.77 
   500    3555.23    363.77     90.67     58.97          292.67    276.65    184.01    221.77    103.09    569.50    468.78    601.12    373.94    463.70 
   501    3555.31    363.69     90.67     58.99          292.72    276.69    184.03    221.78    103.10    569.49    468.73    601.19    373.87    463.73 
   502    3555.31    363.69     90.68     59.00          292.70    276.73    184.05    221.76    103.11    569.47    468.74    601.11    373.88    463.76 
   503    3555.41    363.59     90.68     59.01          292.71    276.77    184.10    221.72    103.11    569.54    468.75    601.20    373.82    463.69 
   504    3555.29    363.71     90.68     58.99          292.69    276.74    184.09    221.75    103.10    569.48    468.72    601.23    373.77    463.72 
   505    3555.31    363.69     90.68     59.01          292.66    276.83    184.10    221.79    103.11    569.46    468.70    601.16    373.73    463.77 
   506    3555.22    363.78     90.68     59.01          292.63    276.82    184.14    221.78    103.10    569.51    468.70    601.12    373.73    463.70 
   507    3555.09    363.91     90.67     58.98          292.63    276.77    184.09    221.77    103.10    569.50    468.70    601.07    373.74    463.72 
   508    3554.92    364.08     90.67     58.96          292.63    276.80    184.12    221.77    103.06    569.48    468.70    601.08    373.68    463.60 
   509    3555.12    363.88     90.67     58.96          292.53    276.86    184.09    221.83    103.04    569.54    468.63    601.14    373.80    463.65 
   510    3555.24    363.76     90.67     58.96          292.55    276.86    184.06    221.84    103.02    569.51    468.65    601.18    373.89    463.66 
   511    3555.34    363.66     90.67     58.97          292.56    276.88    184.08    221.85    103.04    569.55    468.57    601.27    373.90    463.63 
   512    3555.43    363.57     90.67     58.98          292.59    276.94    183.99    221.82    103.05    569.60    468.63    601.28    373.96    463.58 
   513    3555.59    363.41     90.68     58.99          292.57    276.92    183.98    221.86    103.05    569.62    468.71    601.20    374.10    463.58 
   514    3555.60    363.40     90.68     58.98          292.60    276.93    183.97    221.78    103.05    569.61    468.74    601.25    374.12    463.55 
   515    3555.72    363.28     90.68     58.99          292.62    276.94    184.02    221.83    103.02    569.63    468.75    601.18    374.13    463.60 
   516    3555.76    363.24     90.68     59.00          292.63    277.00    184.04    221.81    103.02    569.70    468.70    601.18    374.11    463.56 
   517    3555.89    363.11     90.69     59.03          292.67    277.04    184.06    221.82    103.04    569.67    468.66    601.20    374.16    463.57 
   518    3555.68    363.32     90.68     59.00          292.69    276.98    184.04    221.79    103.02    569.63    468.69    601.19    374.08    463.57 
   519    3555.58    363.42     90.68     59.00          292.69    276.95    184.05    221.78    103.03    569.66    468.62    601.14    374.05    463.61 
   520    3555.70    363.30     90.68     59.00          292.69    276.95    184.05    221.80    103.02    569.65    468.71    601.21    374.03    463.60 
   521    3555.81    363.19     90.69     59.02          292.68    276.98    184.07    221.83    103.03    569.64    468.79    601.18    374.06    463.56 
   522    3555.79    363.21     90.68     59.00          292.67    276.96    184.04    221.81    103.02    569.61    468.84    601.27    374.02    463.55 
   523    3555.82    363.18     90.69     59.02          292.63    276.98    184.07    221.86    103.04    569.61    468.78    601.32    374.01    463.53 
   524    3555.82    363.18     90.69     59.06          292.65    277.06    184.06    221.93    103.06    569.64    468.76    601.29    373.90    463.49 
   525    3555.86    363.14     90.69     59.07          292.67    277.06    184.05    221.90    103.08    569.69    468.80    601.31    373.89    463.40 
   526    3555.90    363.10     90.69     59.09          292.69    277.06    184.03    221.94    103.09    569.67    468.78    601.27    373.93    463.44 
   527    3556.00    363.00     90.70     59.12          292.71    277.09    184.01    221.95    103.14    569.76    468.75    601.29    373.94    463.36 
   528    3555.84    363.16     90.70     59.11          292.74    277.10    184.02    221.91    103.15    569.71    468.74    601.26    373.91    463.31 
   529    3555.79    363.21     90.70     59.12          292.72    277.08    184.10    221.93    103.14    569.67    468.68    601.28    373.91    463.28 
   530    3556.04    362.96     90.70     59.14          292.76    277.10    184.11    221.92    103.15    569.73    468.68    601.27    373.98    463.34 
   531    3556.20    362.80     90.71     59.17          292.75    277.10    184.14    221.99    103.14    569.78    468.65    601.26    373.96    463.44 
   532    3556.24    362.76     90.71     59.16          292.75    277.08    184.15    222.01    103.11    569.78    468.60    601.20    374.10    463.45 
   533    3555.92    363.08     90.70     59.12          292.74    277.04    184.16    222.00    103.09    569.76    468.53    601.21    373.98    463.41 
   534    3556.07    362.93     90.70     59.15          292.74    277.05    184.17    222.00    103.11    569.79    468.62    601.24    373.93    463.41 
   535    3556.03    362.97     90.70     59.16          292.75    277.02    184.12    222.00    103.15    569.78    468.70    601.30    373.85    463.36 
   536    3555.88    363.12     90.70     59.14          292.79    277.00    184.07    221.99    103.15    569.71    468.64    601.37    373.84    463.32 
   537    3555.80    363.20     90.69     59.10          292.75    277.02    184.03    221.99    103.12    569.69    468.64    601.37    373.86    463.33 
   538    3555.71    363.29     90.69     59.08          292.72    277.00    184.01    221.99    103.10    569.60    468.67    601.34    373.84    463.44 
   539    3555.72    363.28     90.69     59.09          292.73    276.99    184.00    222.02    103.11    569.61    468.70    601.27    373.83    463.47 
   540    3555.75    363.25     90.69     59.08          292.74    276.96    184.01    222.03    103.07    569.67    468.71    601.15    373.84    463.56 
   541    3555.82    363.18     90.69     59.09          292.73    277.02    184.02    221.97    103.08    569.74    468.71    601.12    373.79    463.65 
   542    3555.86    363.14     90.69     59.09          292.73    277.01    184.04    221.90    103.09    569.72    468.74    601.11    373.88    463.65 
   543    3555.95    363.05     90.69     59.09          292.74    277.03    184.09    221.91    103.06    569.76    468.77    601.11    373.82    463.64 
   544    3555.83    363.17     90.69     59.07          292.75    276.99    184.08    221.84    103.06    569.72    468.79    601.04    373.89    463.66 
   545    3555.74    363.26     90.69     59.04          292.71    277.00    184.07    221.82    103.03    569.73    468.78    601.02    373.90    463.68 
   546    3555.71    363.29     90.68     59.03          292.71    276.90    184.09    221.79    103.05    569.72    468.79    601.05    373.88    463.73 
   547    3555.57    363.43     90.68     59.01          292.69    276.84    184.06    221.81    103.03    569.65    468.82    601.02    373.86    463.77 
   548    3555.61    363.39     90.68     59.03          292.73    276.87    184.07    221.83    103.04    569.64    468.77    600.94    373.86    463.84 
   549    3555.64    363.36     90.68     59.01          292.76    276.91    184.10    221.76    103.01    569.64    468.80    600.91    373.85    463.90 
   550    3555.59    363.41     90.68     59.01          292.76    276.90    184.05    221.79    103.01    569.61    468.79    600.99    373.80    463.89 
   551    3555.52    363.48     90.68     59.02          292.64    276.99    183.98    221.82    103.08    569.58    468.81    600.98    373.73    463.91 
   552    3555.23    363.77     90.67     58.97          292.62    276.94    183.93    221.80    103.05    569.57    468.82    600.95    373.65    463.92 
   553    3555.13    363.87     90.67     58.96          292.60    276.91    183.91    221.83    103.03    569.58    468.83    600.93    373.66    463.86 
   554    3555.00    364.00     90.66     58.94          292.63    276.85    183.88    221.79    103.03    569.60    468.86    600.94    373.64    463.78 
   555    3555.09    363.91     90.66     58.96          292.67    276.86    183.89    221.80    103.04    569.63    468.84    600.97    373.60    463.80 
   556    3555.11    363.89     90.66     58.96          292.69    276.87    183.86    221.81    103.03    569.65    468.83    601.00    373.58    463.80 
   557    3555.24    363.76     90.67     58.97          292.75    276.88    183.89    221.83    103.01    569.72    468.80    600.99    373.59    463.79 
   558    3555.01    363.99     90.66     58.94          292.74    276.87    183.84    221.86    102.97    569.74    468.78    601.01    373.53    463.66 
   559    3555.33    363.67     90.67     58.97          292.75    276.91    183.85    221.86    102.99    569.70    468.85    601.01    373.65    463.75 
   560    3555.31    363.69     90.67     58.97          292.73    276.84    183.84    221.87    103.00    569.71    468.83    601.01    373.64    463.83 
   561    3555.41    363.59     90.67     58.99          292.71    276.87    183.84    221.90    103.03    569.70    468.84    601.07    373.61    463.84 
   562    3555.49    363.51     90.67     59.01          292.72    276.83    183.86    221.92    103.05    569.71    468.84    601.08    373.65    463.83 
   563    3555.44    363.56     90.67     59.00          292.72    276.85    183.80    221.95    103.03    569.63    468.85    601.14    373.63    463.83 
   564    3555.63    363.37     90.68     59.03          292.70    276.85    183.83    221.97    103.06    569.63    468.88    601.18    373.70    463.83 
   565    3555.80    363.20     90.68     59.05          292.73    276.86    183.85    221.91    103.10    569.67    468.92    601.18    373.73    463.88 
   566    3555.77    363.23     90.68     59.06          292.75    276.83    183.83    221.98    103.09    569.66    468.92    601.16    373.71    463.82 
   567    3555.57    363.43     90.68     59.03          292.75    276.78    183.81    221.95    103.09    569.66    468.88    601.08    373.80    463.78 
   568    3555.57    363.43     90.68     59.03          292.76    276.82    183.80    221.95    103.09    569.67    468.77    601.16    373.80    463.76 
   569    3555.54    363.46     90.68     59.03          292.74    276.80    183.84    221.93    103.08    569.73    468.74    601.06    373.75    463.87 
   570    3555.43    363.57     90.67     59.00          292.72    276.84    183.83    221.89    103.05    569.73    468.69    601.07    373.70    463.89 
   571    3555.37    363.63     90.67     58.98          292.73    276.81    183.78    221.90    103.03    569.68    468.84    601.06    373.65    463.89 
   572    3555.34    363.66     90.66     58.97          292.75    276.77    183.74    221.92    103.02    569.69    468.91    601.05    373.64    463.84 
   573    3555.19    363.81     90.66     58.97          292.74    276.82    183.72    221.90    103.04    569.69    468.95    600.96    373.55    463.81 
   574    3555.43    363.57     90.67     59.02          292.76    276.79    183.72    221.93    103.09    569.69    468.98    601.00    373.63    463.84 
   575    3555.26    363.74     90.67     59.00          292.75    276.81    183.76    221.90    103.09    569.66    468.90    600.94    373.60    463.87 
   576    3555.24    363.76     90.67     59.00          292.74    276.83    183.75    221.92    103.07    569.65    468.89    600.88    373.59    463.91 
   577    3555.45    363.55     90.67     59.02          292.76    276.84    183.77    221.92    103.08    569.66    468.90    600.94    373.66    463.93 
   578    3555.47    363.53     90.68     59.06          292.75    276.87    183.80    221.96    103.12    569.67    468.86    600.87    373.67    463.91 
   579    3555.34    363.66     90.68     59.05          292.75    276.83    183.77    221.96    103.13    569.71    468.85    600.88    373.61    463.83 
   580    3555.35    363.65     90.68     59.06          292.77    276.88    183.78    221.98    103.12    569.74    468.84    600.77    373.61    463.86 
   581    3555.28    363.72     90.67     59.05          292.76    276.91    183.73    221.95    103.14    569.75    468.78    600.71    373.62    463.93 
   582    3555.31    363.69     90.68     59.08          292.78    276.91    183.76    221.99    103.16    569.79    468.75    600.67    373.55    463.95 
   583    3555.22    363.78     90.68     59.07          292.74    276.93    183.79    221.96    103.16    569.81    468.78    600.62    373.51    463.93 
   584    3554.97    364.03     90.67     59.05          292.80    276.91    183.71    221.96    103.15    569.85    468.73    600.56    373.48    463.82 
   585    3554.95    364.05     90.67     59.07          292.82    276.93    183.71    221.96    103.17    569.85    468.72    600.46    373.51    463.82 
   586    3554.87    364.13     90.67     59.06          292.83    276.91    183.70    221.92    103.19    569.80    468.73    600.46    373.50    463.81 
   587    3555.02    363.98     90.67     59.07          292.87    276.93    183.67    221.91    103.18    569.84    468.81    600.50    373.50    463.79 
   588    3555.03    363.97     90.67     59.07          292.87    276.94    183.64    221.90    103.19    569.86    468.78    600.65    373.46    463.73 
   589    3555.15    363.85     90.67     59.07          292.85    276.97    183.66    221.90    103.19    569.83    468.81    600.67    373.52    463.75 
   590    3555.20    363.80     90.67     59.08          292.89    276.97    183.66    221.89    103.17    569.84    468.88    600.68    373.50    463.71 
   591    3555.13    363.87     90.67     59.07          292.89    276.98    183.66    221.87    103.17    569.83    468.97    600.62    373.47    463.67 
   592    3555.09    363.91     90.67     59.05          292.85    277.04    183.67    221.78    103.17    569.81    468.94    600.67    373.45    463.70 
   593    3555.08    363.92     90.67     59.05          292.85    277.03    183.69    221.80    103.18    569.79    469.01    600.73    373.39    463.62 
   594    3555.03    363.97     90.67     59.05          292.85    277.02    183.69    221.80    103.17    569.83    469.08    600.72    373.37    463.50 
   595    3554.96    364.04     90.67     59.06          292.88    277.03    183.70    221.88    103.14    569.85    469.03    600.60    373.35    463.50 
   596    3555.31    363.69     90.68     59.08          292.89    277.03    183.74    221.89    103.14    569.85    469.06    600.68    373.44    463.59 
   597    3555.29    363.71     90.68     59.07          292.89    277.04    183.72    221.83    103.15    569.88    469.08    600.73    373.45    463.53 
   598    3555.07    363.93     90.67     59.04          292.88    277.00    183.70    221.86    103.12    569.84    469.07    600.69    373.41    463.50 
   599    3555.00    364.00     90.67     59.04          292.88    277.03    183.70    221.82    103.14    569.89    469.03    600.64    373.46    463.42 
   600    3555.01    363.99     90.67     59.05          292.85    277.03    183.74    221.82    103.13    569.91    468.99    600.59    373.52    463.42 
   601    3554.99    364.01     90.67     59.04          292.88    277.08    183.73    221.83    103.12    569.92    468.93    600.57    373.53    463.40 
   602    3554.80    364.20     90.66     59.01          292.86    277.05    183.66    221.83    103.11    569.93    468.93    600.54    373.55    463.34 
   603    3554.76    364.24     90.66     59.00          292.87    277.03    183.65    221.78    103.12    569.96    468.87    600.55    373.59    463.35 
   604    3554.67    364.33     90.66     59.02          292.83    277.01    183.68    221.79    103.16    569.93    468.84    600.51    373.59    463.33 
   605    3554.65    364.35     90.66     59.02          292.80    277.02    183.66    221.80    103.17    569.97    468.83    600.49    373.62    463.29 
   606    3554.69    364.31     90.67     59.03          292.82    277.02    183.69    221.84    103.17    569.93    468.81    600.45    373.67    463.29 
   607    3554.72    364.28     90.67     59.04          292.85    277.03    183.73    221.84    103.16    569.94    468.80    600.42    373.70    463.26 
   608    3554.80    364.20     90.67     59.05          292.85    276.98    183.76    221.85    103.17    569.95    468.82    600.49    373.62    463.32 
   609    3554.81    364.19     90.67     59.05          292.85    276.97    183.78    221.88    103.15    569.95    468.84    600.47    373.60    463.33 
   610    3554.81    364.19     90.67     59.06          292.86    276.93    183.75    221.85    103.18    569.96    468.85    600.51    373.55    463.38 
   611    3554.64    364.36     90.66     59.03          292.71    276.93    183.78    221.87    103.17    569.94    468.85    600.43    373.54    463.43 
   612    3554.70    364.30     90.67     59.03          292.70    276.94    183.81    221.89    103.15    569.91    468.90    600.40    373.55    463.45 
   613    3554.79    364.21     90.67     59.05          292.69    276.96    183.83    221.89    103.17    569.90    468.87    600.40    373.59    463.48 
   614    3555.06    363.94     90.68     59.08          292.71    276.98    183.86    221.88    103.18    569.93    468.99    600.39    373.70    463.45 
   615    3555.06    363.94     90.68     59.07          292.72    276.98    183.88    221.89    103.15    569.92    468.97    600.40    373.71    463.44 
   616    3555.08    363.92     90.68     59.08          292.68    276.96    183.88    221.92    103.17    569.87    469.03    600.36    373.78    463.44 
   617    3554.85    364.15     90.67     59.06          292.68    276.94    183.85    221.89    103.17    569.87    468.99    600.32    373.75    463.39 
   618    3554.78    364.22     90.67     59.06          292.69    276.93    183.83    221.90    103.19    569.86    469.03    600.24    373.76    463.35 
   619    3554.75    364.25     90.67     59.06          292.70    277.00    183.80    221.93    103.17    569.86    469.04    600.26    373.72    463.28 
   620    3554.90    364.10     90.67     59.07          292.68    276.95    183.78    221.92    103.19    569.90    469.12    600.28    373.78    463.31 
   621    3554.82    364.18     90.67     59.07          292.66    276.99    183.76    221.97    103.19    569.86    469.10    600.23    373.80    463.26 
   622    3554.83    364.17     90.67     59.04          292.68    276.95    183.74    221.93    103.15    569.89    469.12    600.11    373.88    463.38 
   623    3554.87    364.13     90.67     59.05          292.69    276.94    183.73    221.95    103.15    569.90    469.08    600.11    373.85    463.46 
   624    3554.90    364.10     90.67     59.05          292.71    276.91    183.74    221.93    103.15    569.90    469.14    600.12    373.85    463.46 
   625    3554.91    364.09     90.67     59.05          292.72    276.98    183.75    221.92    103.14    569.90    469.08    600.04    373.86    463.52 
   626    3554.96    364.04     90.67     59.05          292.69    276.93    183.76    221.92    103.15    569.91    469.09    600.03    373.92    463.56 
   627    3554.94    364.06     90.67     59.04          292.72    276.91    183.74    221.92    103.13    569.80    469.07    600.03    374.04    463.58 
   628    3554.80    364.20     90.67     59.00          292.72    276.92    183.68    221.90    103.10    569.81    469.09    600.03    374.00    463.54 
   629    3554.96    364.04     90.67     59.04          292.72    276.92    183.68    221.95    103.13    569.82    469.11    600.02    374.00    463.60 
   630    3555.02    363.98     90.67     59.03          292.71    276.93    183.71    221.90    103.13    569.81    469.11    600.01    374.04    463.66 
   631    3555.08    363.92     90.67     59.04          292.71    276.92    183.71    221.95    103.13    569.76    469.17    599.99    374.12    463.62 
   632    3555.06    363.94     90.67     59.04          292.69    276.95    183.71    221.96    103.12    569.78    469.15    600.00    374.12    463.60 
   633    3554.94    364.06     90.67     59.03          292.70    276.91    183.74    221.95    103.12    569.78    469.14    599.99    374.10    463.52 
